PharmGKB Accession Id;Drug;ATC Identifiers;Type;Clin_Var_Pathway
PA450597;NARATRIPTAN;N02CC02;Drug;0:0:1
PA151958361;NARINGENIN;;Drug;0:0:0
PA151958360;NARINGIN;;Drug;0:0:0
PA164712923;NASAL DECONGESTANTS FOR SYSTEMIC USE;R01B;Drug Class;1:6:0
PA164712924;NASAL PREPARATIONS;R01;Drug Class;31:113:0
PA164747191;NATALIZUMAB;L04AA23;Drug;0:0:0
PA164744325;NATAMYCIN;A01AB10, A07AA03, D01AA02, G01AA02, S01AA10;Drug;0:0:0
PA450600;NATEGLINIDE;A10BX03;Drug;0:3:2
PA164712925;NATURAL AND SEMISYNTHETIC ESTROGENS, PLAIN;G03CA;Drug Class;5:35:0
PA164712926;NATURAL OPIUM ALKALOIDS;N02AA;Drug Class;75:470:0
PA166185384;NAVITOCLAX;;Drug;0:0:0
PA166344301;NAZARTINIB;;Drug;0:0:0
PA166334881;NECITUMUMAB;L01FE03;Drug;0:0:0
PA166328843;NEDOSIRAN;;Drug;0:0:0
PA164752425;NELARABINE;L01BB07;Drug;0:0:0
PA450608;NEOMYCIN;A01AB08, A07AA01, B05CA09, D06AX04, J01GB05, R02AB01, S01AA03, S02AA07, S03AA01;Drug;1:5:0
PA450611;NEOSTIGMINE;N07AA01, S01EB06;Drug;0:0:0
PA165958407;NEPAFENAC;S01BC10;Drug;0:0:0
PA165360204;NEPICASTAT;;Drug;0:0:0
PA164712927;NERVE DEPRESSANTS;V03AZ;Drug Class;93:317:0
PA164712928;NERVOUS SYSTEM;N;Drug Class;2009:7790:0
PA164781045;NESIRITIDE;C01DX19;Drug;0:0:0
PA164754913;NETILMICIN;J01GB07, S01AA23;Drug;0:0:0
PA164712929;NEURAMINIDASE INHIBITORS;J05AH;Drug Class;2:11:0
PA450616;NEVIRAPINE;J05AG01;Drug;66:208:1
PA129945760;NG-MONOMETHYL-L-ARGININE;;Drug;0:0:0
PA450617;NIACIN;C04AC01, C10AD02;Drug;0:4:0
PA450620;NICARDIPINE;C08CA04;Drug;0:2:0
PA164743014;NICERGOLINE;C04AE02;Drug;0:0:0
PA165958408;NICLOSAMIDE;P02DA01;Drug;0:0:0
PA166184081;NICORANDIL;C01DX16;Drug;0:0:0
PA164712930;NICOTINIC ACID AND DERIVATIVES;C04AC, C10AD;Drug Class;0:4:0
PA164746749;NIFLUMIC ACID;M01AX02, M02AA17;Drug;0:0:0
PA166228342;NIFURTIMOX;;Drug;0:0:0
PA450632;NILUTAMIDE;L02BB02;Drug;0:0:0
PA165958385;NILVADIPINE;C08CA10;Drug;0:0:0
PA137179528;NIMESULIDE;M01AX17, M02AA26;Drug;0:2:0
PA166324741;NINGETINIB;;Drug;0:0:0
PA166249521;NINTEDANIB;;Drug;0:1:0
PA166279883;NIRMATRELVIR;;Drug;0:0:0
PA166279921;NIRMATRELVIR / RITONAVIR;J05AE30;Drug;0:0:0
PA166328844;NIROGACESTAT;;Drug;0:0:0
PA450634;NISOLDIPINE;C08CA07;Drug;0:0:0
PA164754874;NITAZOXANIDE;P01AX11;Drug;0:0:0
PA164777037;NITISINONE;A16AX04;Drug;0:0:0
PA10242;NITRAZEPAM;N05CD02;Drug;0:0:0
PA450635;NITRIC OXIDE;R07AX01;Drug;0:1:0
PA450636;NITRILE;;Drug;0:0:0
PA164712932;NITROFERRICYANIDE DERIVATIVES;C02DD;Drug Class;1:1:0
PA164712933;NITROFURAN DERIVATIVES;D08AF, J01XE, P01CC;Drug Class;1:4:0
PA164754877;NITROFURAZONE;B05CA03, D08AF01, D09AA03, P01CC02, S01AX04, S02AA02;Drug;0:0:0
PA450643;NITROGEN;;Drug;0:0:0
PA164712936;NITROGEN MUSTARD ANALOGUES;L01AA;Drug Class;125:409:0
PA450644;NITROGLYCERIN;C01DA02, C05AE01;Drug;0:2:0
PA164712937;NITROIMIDAZOLE DERIVATIVES;P01AB, P01CA;Drug Class;1:2:0
PA164712939;NITROSOUREAS;L01AD;Drug Class;0:0:0
PA164754993;NITROXOLINE;J01XX07;Drug;0:0:0
PA166318601;NIVASOREXANT;;Drug;0:0:0
PA166277902;NIVOLUMAB / RELATLIMAB;L01XY03;Drug;0:0:0
PA164752234;NIZATIDINE;A02BA04;Drug;0:0:0
PA450570;N,N-DIMETHYLACETAMIDE;;Drug;0:0:0
PA166299581;N,N-DIMETHYLTRYPTAMINE;;Drug;0:0:0
PA150047156;NON-NUCLEOSIDE REVERSE TRANSCRIPTASE INHIBITORS;J05AG;Drug Class;99:652:0
PA450648;NONOXYNOL-9;;Drug;0:0:0
PA164712941;NON-SELECTIVE BETA-ADRENORECEPTOR AGONISTS;R03CB;Drug Class;1:2:0
PA164712940;NON-SELECTIVE CALCIUM CHANNEL BLOCKERS;C08E;Drug Class;0:1:0
PA10389;NON-SELECTIVE MONOAMINE REUPTAKE INHIBITORS;N06AA;Drug Class;47:314:0
PA164712942;NON-WATERSOLUBLE X-RAY CONTRAST MEDIA;V08AD;Drug Class;0:0:0
PA164953212;NORELGESTROMIN;G03A;Drug;0:0:0
PA450649;NOREPINEPHRINE;C01CA03;Drug, Biological Intermediate;0:1:1
PA450651;NORETHINDRONE;G03AC01, G03DC02;Drug;0:0:0
PA166397661;NORETHINDRONE ACETATE;;Drug;0:0:0
PA450654;NORFLOXACIN;J01MA06, S01AE02;Drug;0:0:0
PA164744346;NORGESTIMATE;;Drug;0:0:0
PA450656;NORGESTREL;;Drug;0:0:0
PA450657;NORTRIPTYLINE;N06AA10;Drug;9:84:1
PA165374638;NOSCAPINE;R05DA07;Drug;0:1:0
PA164768819;NOVOBIOCIN;;Drug;0:0:0
PA166159659;NPPB;;Drug;0:1:0
PA166049196;NS-398;;Drug;0:0:0
PA452628;NUCLEOSIDES AND NUCLEOTIDES EXCL. REVERSE TRANSCRIPTASE INHIBITORS;J05AB;Drug Class;49:369:0
PA166182882;NUSINERSEN;M09AX07;Drug;0:0:0
PA164712944;NUTRIENTS WITHOUT PHENYLALANINE;V06CA;Drug Class;0:0:0
PA450666;NYSTATIN;A07AA02, D01AA01, G01AA01;Drug;0:0:0
PA166413001;OBICETRAPIB;;Drug;0:0:0
PA166122586;OBINUTUZUMAB;L01FA03;Drug;0:0:0
PA134711724;OCHRATOXIN A;;Drug;0:0:0
PA450678;OCTREOTIDE;H01CB02;Drug;0:0:0
PA164712945;OCULAR VASCULAR DISORDER AGENTS;S01L;Drug Class;8:80:0
PA166268805;ODEVIXIBAT;A05AX05;Drug;0:0:0
PA165291493;OFATUMUMAB;L01FA02;Drug;0:0:0
PA450684;OFLOXACIN;J01MA01, S01AE01, S02AA16;Drug;0:0:0
PA166163434;OLARATUMAB;L01FX10;Drug;0:0:0
PA166321021;OLCEGEPANT;;Drug;0:0:1
PA166400181;OLEZARSEN;;Drug;0:0:0
PA166223601;OLICERIDINE;N02AX07;Drug;0:0:0
PA450698;OLOPATADINE;R01AC08, S01GX09;Drug;0:0:0
PA450700;OLSALAZINE;A07EC03;Drug;0:0:0
PA165374637;OLTIPRAZ;;Drug;0:0:0
PA166285901;OLVEREMBATINIB;;Drug;0:0:0
PA166114929;OMACETAXINE;L01XX40;Drug;0:1:0
PA166360321;OMADACYCLINE;J01AA15;Drug;0:0:0
PA164752253;OMALIZUMAB;R03DX05;Drug;0:0:0
PA166365281;OMAVELOXOLONE;N07XX25;Drug;0:0:0
PA166163409;OMBITASVIR;;Drug;0:0:0
PA166163408;OMBITASVIR / PARITAPREVIR / RITONAVIR;J05AP53;Drug;0:1:0
PA450702;OMEGA-3 POLYUNSATURATED FATTY ACIDS;C10AX06;Drug Class;0:1:0
PA450704;OMEPRAZOLE;A02BC01;Drug;5:182:1
PA166117241;ONARTUZUMAB;;Drug;0:0:0
PA166415761;ONRADIVIR;;Drug;0:0:0
PA164924563;ONTOGEN;;Drug;0:0:0
PA164712946;OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS;S03;Drug Class;25:127:0
PA164712947;OPHTHALMOLOGICALS;S01;Drug Class;131:635:0
PA164712949;OPIOIDS IN COMBINATION WITH ANTISPASMODICS;N02AG;Drug Class;0:0:0
PA164712951;OPIUM DERIVATIVES AND EXPECTORANTS;R05FA;Drug Class;0:0:0
PA166197161;OPLUNOFUSP;;Drug;0:0:0
PA164747991;OPRELVEKIN;L03AC02;Drug;0:0:0
PA164712952;ORAL REHYDRATION SALT FORMULATIONS;A07CA;Drug Class;0:0:0
PA166183405;ORANGE JUICE;;Drug;0:0:1
PA130619705;ORBOFIBAN;;Drug;0:0:0
PA450390;ORCIPRENALINE;R03AB03, R03CB03;Drug;0:0:1
PA166416241;ORFORGLIPRON;;Drug;0:0:0
PA164712953;ORGANIC ACIDS;G01AD;Drug Class;0:2:0
PA10472;ORGANIC NITRATES;C01DA;Drug Class;1:3:0
PA164712954;ORGANOPHOSPHOROUS COMPOUNDS;P02BB;Drug Class;0:0:0
PA164712955;ORIPAVINE DERIVATIVES;N02AE;Drug Class;21:66:0
PA164776864;ORLISTAT;A08AB01;Drug;0:0:0
PA450715;ORPHENADRINE;;Drug;0:0:0
PA166337301;OSAVAMPATOR;;Drug;0:0:0
PA166327521;OSILODROSTAT;H02CA02;Drug;0:0:0
PA164712956;OSMOTICALLY ACTING LAXATIVES;A06AD;Drug Class;0:0:0
PA164743058;OSPA LIPOPROTEIN;;Drug;0:0:0
PA166182883;OSPEMIFENE;G03XC05;Drug;0:0:1
PA151958300;OTAMIXABAN;;Drug;0:0:0
PA164712957;OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM;C09X;Drug Class;50:120:0
PA164712999;OTHER AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES;P01AX;Drug Class;0:1:0
PA164713000;OTHER AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS;P01CX;Drug Class;0:0:0
PA164713001;OTHER AGENTS FOR LOCAL ORAL TREATMENT;A01AD;Drug Class;77:294:0
PA164713002;OTHER AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE;C05AX;Drug Class;0:0:0
PA164712958;OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS;A16, A16A;Drug Class;21:23:0
PA164713003;OTHER ALKYLATING AGENTS;L01AX;Drug Class;3:17:0
PA164713004;OTHER AMINOGLYCOSIDES;J01GB;Drug Class;13:76:0
PA164712960;OTHER ANABOLIC AGENTS;A14B;Drug Class;0:0:0
PA164712961;OTHER ANALGESICS AND ANTIPYRETICS;N02B, N02BG;Drug Class;160:373:0
PA164713006;OTHER ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES;H01AX;Drug Class;0:0:0
PA164713007;OTHER ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE;D10BX;Drug Class;0:0:0
PA164713008;OTHER ANTI-ACNE PREPARATIONS FOR TOPICAL USE;D10AX;Drug Class;8:24:0
PA164713011;OTHER ANTIALLERGICS;S01GX;Drug Class;1:1:0
PA164712962;OTHER ANTIANEMIC PREPARATIONS;B03X, B03XA;Drug Class;0:0:0
PA164712963;OTHER ANTIBACTERIALS;J01X, J01XX;Drug Class;5:53:0
PA164713014;OTHER ANTIBIOTICS FOR TOPICAL USE;D06AX;Drug Class;7:59:0
PA164713015;OTHER ANTICESTODALS;P02DX;Drug Class;0:0:0
PA164713009;OTHER ANTI-DEMENTIA DRUGS;N06DX;Drug Class;1:2:0
PA164713016;OTHER ANTIDEPRESSANTS;N06AX;Drug Class;167:418:0
PA164712964;OTHER ANTIDIARRHEALS;A07X, A07XA;Drug Class;0:0:0
PA164713018;OTHER ANTIEMETICS;A04AD;Drug Class;0:1:0
PA164713019;OTHER ANTIEPILEPTICS;N03AX;Drug Class;33:170:0
PA164713020;OTHER ANTIFUNGALS FOR TOPICAL USE;D01AE;Drug Class;0:2:0
PA164713021;OTHER ANTIGLAUCOMA PREPARATIONS;S01EX;Drug Class;0:0:0
PA164713022;OTHER ANTIGOUT PREPARATIONS;M04AX;Drug Class;1:2:0
PA164713023;OTHER ANTIHISTAMINES FOR SYSTEMIC USE;R06AX;Drug Class;4:17:0
PA164712965;OTHER ANTIHYPERTENSIVES;C02K, C02KX;Drug Class;0:13:0
PA164713025;OTHER ANTIHYPERTENSIVES AND DIURETICS;C02LX;Drug Class;0:0:0
PA164713026;OTHER ANTIINFECTIVES;S01AX;Drug Class;0:0:0
PA164713027;OTHER ANTIINFECTIVES AND ANTISEPTICS;G01AX;Drug Class;0:0:0
PA164713028;OTHER ANTIINFLAMMATORY AND ANTIRHEUMATIC AGENTS, NON-STEROIDS;M01AX;Drug Class;0:2:0
PA164713030;OTHER ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION WITH OTHER DRUGS;M01BX;Drug Class;0:0:0
PA164713029;OTHER ANTIINFLAMMATORY THERAPEUTIC RADIOPHARMACEUTICALS;V10AX;Drug Class;0:0:0
PA164713031;OTHER ANTIMALARIALS;P01BX;Drug Class;0:0:0
PA164713032;OTHER ANTIMIGRAINE PREPARATIONS;N02CX;Drug Class;2:6:0
PA164713033;OTHER ANTIMYCOTICS FOR SYSTEMIC USE;J02AX;Drug Class;0:0:0
PA164713034;OTHER ANTINEMATODALS;P02CX;Drug Class;0:0:0
PA164712966;OTHER ANTINEOPLASTIC AGENTS;L01X, L01XK, L01XX;Drug Class;416:1846:0
PA164713036;OTHER ANTIOBESITY DRUGS;A08AX;Drug Class;0:0:0
PA164713010;OTHER ANTI-PARATHYROID AGENTS;H05BX;Drug Class;0:1:0
PA164713037;OTHER ANTIPRURITICS;D04AX;Drug Class;0:0:0
PA164713038;OTHER ANTIPSORIATICS FOR SYSTEMIC USE;D05BX;Drug Class;0:0:0
PA164713039;OTHER ANTIPSORIATICS FOR TOPICAL USE;D05AX;Drug Class;0:4:0
PA164713040;OTHER ANTIPSYCHOTICS;N05AX;Drug Class;102:437:0
PA164713041;OTHER ANTISEPTICS AND DISINFECTANTS;D08AX;Drug Class;93:317:0
PA164713042;OTHER ANTISPASMODICS IN COMBINATION WITH ANALGESICS;A03DC;Drug Class;0:0:0
PA164713043;OTHER ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS;A03CC;Drug Class;0:0:0
PA164713044;OTHER ANTITHROMBOTIC AGENTS;B01AX;Drug Class;0:0:0
PA164713045;OTHER ANTITHYROID PREPARATIONS;H03BX;Drug Class;0:0:0
PA164713046;OTHER ANTITREMATODAL AGENTS;P02BX;Drug Class;0:0:0
PA164713047;OTHER ANTIVIRALS;J05AX;Drug Class;4:12:0
PA164713048;OTHER ANXIOLYTICS;N05BX;Drug Class;0:0:0
PA164713049;OTHER BACTERIAL VACCINES;J07AX;Drug Class;0:0:0
PA452159;OTHER BETA-LACTAM ANTIBACTERIALS;J01D;Drug Class;4:16:0
PA164713050;OTHER BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS;A10BX;Drug Class;19:37:0
PA164713051;OTHER CAPILLARY STABILIZING AGENTS;C05CX;Drug Class;0:0:0
PA164713052;OTHER CARDIAC COMBINATION PRODUCTS;C01EX;Drug Class;0:0:0
PA164713053;OTHER CARDIAC GLYCOSIDES;C01AX;Drug Class;0:0:0
PA164712967;OTHER CARDIAC PREPARATIONS;C01E, C01EB;Drug Class;8:46:0
PA164713055;OTHER CARDIAC STIMULANTS;C01CX;Drug Class;0:0:0
PA164713056;OTHER CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;V09GX;Drug Class;0:0:0
PA164713058;OTHER CENTRALLY ACTING AGENTS;M03BX;Drug Class;1:2:0
PA164713057;OTHER CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;V09AX;Drug Class;0:0:0
PA164713059;OTHER CEPHALOSPORINS;J01DI;Drug Class;0:0:0
PA164713060;OTHER CHEMOTHERAPEUTICS;D06BX;Drug Class;1:2:0
PA164713061;OTHER CICATRIZANTS;D03AX;Drug Class;0:0:0
PA164713062;OTHER CLASS I ANTIARRHYTHMICS;C01BG;Drug Class;0:0:0
PA164712968;OTHER COLD COMBINATION PREPARATIONS;R05X;Drug Class;0:0:0
PA164713063;OTHER COMBINATIONS OF NUTRIENTS;V06DX;Drug Class;0:0:0
PA164713064;OTHER COUGH SUPPRESSANTS;R05DB;Drug Class;0:0:0
PA164713065;OTHER COUGH SUPPRESSANTS AND EXPECTORANTS;R05FB;Drug Class;0:0:0
PA164713066;OTHER CYTOTOXIC ANTIBIOTICS;L01DC;Drug Class;11:24:0
PA164712969;OTHER DERMATOLOGICAL PREPARATIONS;D11, D11A;Drug Class;87:1060:0
PA164713067;OTHER DERMATOLOGICALS;D11AX;Drug Class;6:47:0
PA164712971;OTHER DIAGNOSTIC AGENTS;V04C, V04CX;Drug Class;5:28:0
PA164712972;OTHER DIAGNOSTIC RADIOPHARMACEUTICALS;V09X;Drug Class;0:0:0
PA164713069;OTHER DIAGNOSTIC RADIOPHARMACEUTICALS FOR INFLAMMATION AND INFECTION DETECTION;V09HX;Drug Class;0:0:0
PA164713070;OTHER DIAGNOSTIC RADIOPHARMACEUTICALS FOR TUMOUR DETECTION;V09IX;Drug Class;0:0:0
PA164712973;OTHER DIURETICS;C03X;Drug Class;0:0:0
PA164713071;OTHER DOPAMINERGIC AGENTS;N04BX;Drug Class;1:7:0
PA164713072;OTHER DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION;M05BX;Drug Class;0:0:0
PA164712974;OTHER DRUGS FOR ACID RELATED DISORDERS;A02X;Drug Class;0:0:0
PA164713073;OTHER DRUGS FOR BILE THERAPY;A05AX;Drug Class;0:0:0
PA164712976;OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM;M09, M09A, M09AX;Drug Class;3:12:0
PA164713075;OTHER DRUGS FOR FUNCTIONAL BOWEL DISORDERS;A03AX;Drug Class;0:0:0
PA164712977;OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS;R03B, R03BX;Drug Class;12:40:0
PA164713077;OTHER DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD);A02BX;Drug Class;0:0:0
PA164713078;OTHER DRUGS FOR TREATMENT OF TUBERCULOSIS;J04AK;Drug Class;17:246:0
PA164713079;OTHER DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY;G04CX;Drug Class;0:0:0
PA164712978;OTHER DRUGS USED IN DIABETES;A10X;Drug Class;0:0:0
PA164713080;OTHER ECTOPARASITICIDES, INCL. SCABICIDES;P03AX;Drug Class;0:0:0
PA164713081;OTHER EMOLLIENTS AND PROTECTIVES;D02AX;Drug Class;0:0:0
PA164713082;OTHER ESTROGENS;G03CX;Drug Class;0:0:0
PA164712980;OTHER GYNECOLOGICALS;G02, G02C, G02CX;Drug Class;10:63:0
PA164712981;OTHER HEMATOLOGICAL AGENTS;B06, B06A;Drug Class;1:19:0
PA164713085;OTHER HEM PRODUCTS;B06AB;Drug Class;0:0:0
PA164713086;OTHER HEPATIC AND RETICULO ENDOTHELIAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;V09DX;Drug Class;0:0:0
PA164713087;OTHER HIGH-CEILING DIURETICS;C03CX;Drug Class;0:0:0
PA164713088;OTHER HORMONE ANTAGONISTS AND RELATED AGENTS;L02BX;Drug Class;0:0:0
PA164713089;OTHER HORMONES;L02AX;Drug Class;0:0:0
PA164713090;OTHER HYPNOTICS AND SEDATIVES;N05CM;Drug Class;5:34:0
PA164713092;OTHER IMMUNOGLOBULINS;J06BC;Drug Class;0:0:0
PA164713093;OTHER IMMUNOSTIMULANTS;L03AX;Drug Class;3:14:0
PA164713094;OTHER IMMUNOSUPPRESSANTS;L04AX;Drug Class;225:1211:0
PA164713095;OTHER INSECTICIDES AND REPELLENTS;P03BX;Drug Class;0:0:0
PA164713096;OTHER INTESTINAL ADSORBENTS;A07BC;Drug Class;0:0:0
PA164713097;OTHER INTESTINAL ANTIINFECTIVES;A07AX;Drug Class;0:0:0
PA164713098;OTHER IRRIGATING SOLUTIONS;B05CX;Drug Class;0:0:0
PA164713091;OTHER I.V. SOLUTION ADDITIVES;B05XX;Drug Class;0:0:0
PA164713099;OTHER LAXATIVES;A06AX;Drug Class;0:0:0
PA164713100;OTHER LIPID MODIFYING AGENTS;C10AX;Drug Class;0:1:0
PA164713101;OTHER LOCAL ANESTHETICS;N01BX;Drug Class;0:0:0
PA164713102;OTHER LOW-CEILING DIURETICS;C03BX;Drug Class;0:0:0
PA164713103;OTHER MAGNETIC RESONANCE IMAGING CONTRAST MEDIA;V08CX;Drug Class;0:0:0
PA164713104;OTHER MINERAL PRODUCTS;A12CX;Drug Class;0:0:0
PA164712983;OTHER MINERAL SUPPLEMENTS;A12C;Drug Class;0:0:0
PA164713105;OTHER MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS;M03AX;Drug Class;0:0:0
PA164713106;OTHER NASAL PREPARATIONS;R01AX;Drug Class;0:0:0
PA164712984;OTHER NERVOUS SYSTEM DRUGS;N07, N07X, N07XX;Drug Class;321:1311:0
PA164713108;OTHER NON-SELECTIVE CALCIUM CHANNEL BLOCKERS;C08EX;Drug Class;0:0:0
PA164713109;OTHER NON-THERAPEUTIC AUXILIARY PRODUCTS;V07AY;Drug Class;0:0:0
PA164712986;OTHER NUTRIENTS;V06D;Drug Class;0:0:0
PA164712987;OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS;S03D;Drug Class;0:0:0
PA164713110;OTHER OPHTHALMOLOGICAL DIAGNOSTIC AGENTS;S01JX;Drug Class;0:0:0
PA164712988;OTHER OPHTHALMOLOGICALS;S01X, S01XA;Drug Class;31:163:0
PA164713112;OTHER OPIOIDS;N02AX;Drug Class;38:138:0
PA164712989;OTHER OTOLOGICALS;S02D;Drug Class;23:79:0
PA164713113;OTHER OXYTOCICS;G02AX;Drug Class;0:0:0
PA164713114;OTHER PARASYMPATHOMIMETICS;N07AX;Drug Class;0:1:0
PA164713115;OTHER PERIPHERAL VASODILATORS;C04AX;Drug Class;0:4:0
PA164712990;OTHER PLAIN VITAMIN PREPARATIONS;A11H, A11HA;Drug Class;0:2:0
PA164713117;OTHER PLANT ALKALOIDS AND NATURAL PRODUCTS;L01CX;Drug Class;0:5:0
PA164713118;OTHER POTASSIUM-SPARING AGENTS;C03DB;Drug Class;1:3:0
PA164713119;OTHER PSYCHOSTIMULANTS AND NOOTROPICS;N06BX;Drug Class;0:0:0
PA164713120;OTHER QUATERNARY AMMONIUM COMPOUNDS;M03AC;Drug Class;0:5:0
PA164713121;OTHER QUINOLONES;J01MB;Drug Class;0:2:0
PA164713122;OTHER RENAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;V09CX;Drug Class;0:0:0
PA164713123;OTHER RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS;V09EX;Drug Class;0:0:0
PA164712991;OTHER RESPIRATORY SYSTEM PRODUCTS;R07, R07A, R07AX;Drug Class;59:186:0
PA164713125;OTHER SCLEROSING AGENTS;C05BX;Drug Class;0:0:0
PA164713126;OTHER SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS;C08CX;Drug Class;0:0:0
PA164712993;OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM;G03X;Drug Class;6:18:0
PA164713127;OTHER SPECIFIC ANTIRHEUMATIC AGENTS;M01CX;Drug Class;0:0:0
PA164713128;OTHER SURGICAL AIDS;S01KX;Drug Class;0:0:0
PA164712994;OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES;R03D, R03DX;Drug Class;17:31:0
PA164713130;OTHER SYSTEMIC HEMOSTATICS;B02BX;Drug Class;0:1:0
PA164713131;OTHER THERAPEUTIC PRODUCTS;V03AX;Drug Class;0:0:0
PA164712995;OTHER THERAPEUTIC RADIOPHARMACEUTICALS;V10X;Drug Class;0:0:0
PA164713132;OTHER TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN;M02AX;Drug Class;0:0:0
PA164713133;OTHER UROLOGICALS;G04BX;Drug Class;2:5:0
PA164712996;OTHER UROLOGICALS, INCL. ANTISPASMODICS;G04B;Drug Class;11:26:0
PA164712997;OTHER VACCINES;J07X;Drug Class;0:0:0
PA164713134;OTHER VASODILATORS USED IN CARDIAC DISEASES;C01DX;Drug Class;0:0:0
PA164713135;OTHER VIRAL VACCINES;J07BX;Drug Class;0:0:0
PA164712998;OTHER VITAMIN PRODUCTS, COMBINATIONS;A11J;Drug Class;0:0:0
PA164713136;OTOLOGICALS;S02;Drug Class;48:210:0
PA163522138;OUABAIN;C01AC01;Drug;0:0:0
PA164713137;OVULATION STIMULANTS, SYNTHETIC;G03GB;Drug Class;0:0:0
PA450725;OXACILLIN;J01CF04;Drug;0:0:0
PA166357383;OXALOACETATE;;Drug, Biological Intermediate;0:0:0
PA164748782;OXAMNIQUINE;P02BA02;Drug;0:0:0
PA164749395;OXANDROLONE;A14AA08;Drug;0:0:0
PA450730;OXAPROZIN;M01AE12;Drug;0:0:0
PA163522137;OXATOMIDE;;Drug;0:0:0
PA164713139;OXAZOLIDINE DERIVATIVES;N03AC;Drug Class;0:0:0
PA164713138;OXAZOL, THIAZINE, AND TRIAZINE DERIVATIVES;M03BB;Drug Class;0:0:0
PA450732;OXCARBAZEPINE;N03AF02;Drug;20:57:1
PA164713140;OXICAMS;M01AC;Drug Class;4:26:0
PA164754742;OXICONAZOLE;D01AC11, G01AF17;Drug;0:0:0
PA10284;OXPRENOLOL;C07AA02;Drug;0:1:0
PA164748137;OXTRIPHYLLINE;R03DA02;Drug;0:0:0
PA164742933;OXYBENZONE;;Drug;0:0:0
PA164764617;OXYBUPROCAINE;D04AB03, S01HA02;Drug;0:0:0
PA164746030;OXYBUTYNIN;G04BD04;Drug;0:0:0
PA450741;OXYCODONE;N02AA05;Drug;21:122:1
PA450744;OXYGEN;;Drug;0:0:0
PA164748840;OXYMETAZOLINE;R01AA05, R01AB07, S01GA04;Drug;0:0:0
PA166182885;OXYMETAZOLINE AND TETRACAINE;N01BA53;Drug;0:0:0
PA450750;OXYPHENBUTAZONE;M01AA03, M02AA04, S01BC02;Drug;0:0:0
PA164776910;OXYPHENCYCLIMINE;A03AA01;Drug;0:0:0
PA164752252;OXYPHENONIUM;A03AB03;Drug;0:0:0
PA450757;OXYTETRACYCLINE;D06AA03, G01AA07, J01AA06, S01AA04;Drug;0:0:0
PA164713141;OXYTOCICS;G02A;Drug Class;0:2:0
PA450760;OXYTOCIN;H01BB02;Drug;0:0:0
PA164713142;OXYTOCIN AND ANALOGUES;H01BB;Drug Class;0:0:0
PA166411141;OZANIMOD;L04AE02;Drug;0:0:0
PA165949675;PACTIMIBE;;Drug;0:0:0
PA164713143;PAIN PALLIATION (BONE SEEKING AGENTS);V10B;Drug Class;0:0:0
PA164744014;PALIFERMIN;V03AF08;Drug;0:0:0
PA164748781;PALIVIZUMAB;J06BB16;Drug;0:0:0
PA166115579;PAMAQUINE;;Drug;0:2:0
PA164713144;PANCREATIC HORMONES;H04;Drug Class;0:0:0
PA448428;PANCRELIPASE;;Drug;0:0:0
PA10238;PANCREOZYMIN (CHOLECYSTOKININ);;Drug;0:0:0
PA450771;PANCURONIUM;M03AC01;Drug;0:0:0
PA166161307;PANOBINOSTAT;;Drug;0:0:0
PA450774;PANTOPRAZOLE;A02BC02;Drug;3:40:1
PA450778;PAPAIN;;Drug;0:0:0
PA164745550;PAPAVERINE;A03AD01, G04BE02;Drug;0:0:0
PA164713145;PAPAVERINE AND DERIVATIVES;A03AD;Drug Class;0:0:0
PA164713146;PAPILLOMAVIRUS VACCINES;J07BM;Drug Class;0:0:0
