drug	gene
artemisinin	CYP3A4
artemisinin	NR1I2
3,5-dimethyl-2-(3-pyridyl)thiazolidin-4-one	CYP2A6
mibefradil	KCNH2
lidoflazine	KCNH2
lecanemab	APOE
recombinant_interferon_alfa-2b	FTO
recombinant_interferon_alfa-2b	ITPA
Enzymes	F12
Enzymes	A2M
vanzacaftor_/_tezacaftor_/_deutivacaftor	CFTR
ticlopidine	CYP2B6
ticlopidine	P2RY12
ticlopidine	HLA-A
ticlopidine	HLA-B
ticlopidine	HLA-C
ticlopidine	HLA-DQB1
ticlopidine	HLA-DRB1
enasidenib	IDH2
dexmedetomidine	PRKCB
dexmedetomidine	ADRA2A
coumarin	CYP2A6
coumarin	CYP2A13
mycophenolic_acid	CES1
mycophenolic_acid	ABCC2
mycophenolic_acid	CYP2C8
mycophenolic_acid	CYP3A4
mycophenolic_acid	CYP3A5
mycophenolic_acid	SLCO1B1
mycophenolic_acid	HPRT1
mycophenolic_acid	IMPDH1
mycophenolic_acid	IMPDH2
mycophenolic_acid	SLCO1B3
mycophenolic_acid	UGT2B7
mycophenolic_acid	UGT1A10
mycophenolic_acid	UGT1A7
mycophenolic_acid	UGT1A8
mycophenolic_acid	CES2
mycophenolic_acid	UGT1A9
muraglitazar	EDN1
muraglitazar	REN
muraglitazar	ADRB1
isatuximab	CD38
(R)-methadone	UGT2B7
tirofiban	FGB
tirofiban	ITGB3
tirofiban	ITGA2B
tirofiban	FGA
tirofiban	FGG
artemether	CYP2B6
artemether	CYP3A4
artemether	CYP3A5
warfarin	CYP3A4
warfarin	CYP3A5
warfarin	VKORC1
warfarin	DDHD1
warfarin	SLCO1B1
warfarin	VKORC1L1
warfarin	PRSS53
warfarin	FPGS
warfarin	ASPH
warfarin	ABCB1
warfarin	CYP1A1
warfarin	CYP1A2
warfarin	CYP4F11
warfarin	DNMT3A
warfarin	EPHA7
warfarin	GATA4
warfarin	HNF4A
warfarin	NEDD4
warfarin	NQO1
warfarin	POR
warfarin	PROS1
warfarin	STX4
warfarin	THBD
warfarin	VDR
warfarin	STX1B
warfarin	NR1I3
warfarin	APOB
warfarin	APOE
oxcarbazepine	ABCC2
oxcarbazepine	ABCB1
oxcarbazepine	SCN1A
oxcarbazepine	SCN2A
oxcarbazepine	HLA-DRB1
oxcarbazepine	UGT2B7
oxcarbazepine	UGT1A10
oxcarbazepine	UGT1A7
oxcarbazepine	UGT1A8
oxcarbazepine	UGT1A9
methylcholanthrene	AHR
pamidronate	CYP2C8
propranolol	COMT
propranolol	GRK5
propranolol	ABCB1
propranolol	CYP1A2
propranolol	GRK4
propranolol	ADRA2C
propranolol	ADRB1
propranolol	ADRB2
betaxolol	CYP2D6
betaxolol	GRK5
betaxolol	GRK4
betaxolol	ADRA2C
betaxolol	ADRB1
conjugated_estrogens	SLCO1B1
conjugated_estrogens	ESR1
conjugated_estrogens	SULT1A1
conjugated_estrogens	VDR
dolasetron	CYP3A4
dolasetron	NOS1AP
crizotinib	ALK
crizotinib	MET
crizotinib	ROS1
bupropion	COMT
bupropion	ANKK1
bupropion	DBH
bupropion	ACE
bupropion	DRD1
bupropion	EPB41
bupropion	FKBP5
bupropion	GALR1
bupropion	SLC18A2
bupropion	SACM1L
tremelimumab	CD274
tremelimumab	ALK
tremelimumab	EGFR
teniposide	ABCB1
teniposide	NUP50
regorafenib	KDR
regorafenib	KRAS
iloperidone	CYP2D6
iloperidone	NUBPL
iloperidone	CERKL
iloperidone	CELF4
iloperidone	NRG3
ribostamycin	MT-RNR1
zenocutuzumab	NRG1
nimodipine	CYP3A5
nimodipine	CACNA1C
tetrabenazine	ABCB1
nppb	CFTR
4-hydroxycyclophosphamide	CYP2C9
3,4-methylenedioxymethamphetamine	CYP2B6
3,4-methylenedioxymethamphetamine	CYP2C19
3,4-methylenedioxymethamphetamine	CYP2D6
3,4-methylenedioxymethamphetamine	SLC6A2
oxiconazole	NR1I2
hygromycin_b	MT-RNR1
isoniazid_/_pyrazinamide_/_rifampin	NAT2
rasburicase	CYB5R4
rasburicase	CYB5R1
rasburicase	CYB5R2
rasburicase	CYB5R3
rasburicase	G6PD
Opioid_anesthetics	OPRM1
Opioid_anesthetics	ABCG2
bevacizumab	ARMS2
bevacizumab	MTHFR
bevacizumab	CXCR4
bevacizumab	EDN1
bevacizumab	CFH
bevacizumab	HSP90AB1
bevacizumab	CXCL8
bevacizumab	MGAT4A
bevacizumab	PRKCA
bevacizumab	HTRA1
bevacizumab	RGS5
bevacizumab	SHMT1
bevacizumab	KCNAB1
bevacizumab	VEGFA
bevacizumab	VEGFB
bevacizumab	VEGFC
bevacizumab	GGH
tapentadol	NPIPB8
tapentadol	SULT1A1
tapentadol	SULT1A3
bromperidol	ABCB1
bromperidol	DRD2
glucocorticoids	NLRP1
glucocorticoids	NR3C1
glucocorticoids	ATP5F1E
glucocorticoids	ABCB1
glucocorticoids	CYP17A1
glucocorticoids	FKBP5
glucocorticoids	HSD3B1
glucocorticoids	KLRC1
glucocorticoids	KLRD1
glucocorticoids	HLA-E
glucocorticoids	GLCCI1
glucocorticoids	TNF
fluindione	VKORC1
n-desmethyltramadol	CYP2D6
combinations_Antivirals_for_treatment_of_HIV_infections	CYP2B6
combinations_Antivirals_for_treatment_of_HIV_infections	NAT2
combinations_Antivirals_for_treatment_of_HIV_infections	ABCB1
combinations_Antivirals_for_treatment_of_HIV_infections	APOE
ABT-751	UGT1A4
ABT-751	UGT1A8
creatine	MOBP
dofetilide	KCNH2
metoprolol	LRRC15
metoprolol	SLC25A31
metoprolol	GRK5
metoprolol	GRK4
metoprolol	SLC4A1
metoprolol	ADRA2C
metoprolol	ADRB1
metoprolol	ADRB2
rabeprazole	IL1B
penicillin_v	HLA-B
penicillin_v	NR1I2
noroxycodone	CYP2D6
dasatinib	ABL1
dasatinib	BCR
dasatinib	ABCG2
tobramycin	MT-RNR1
bepridil	CYP2D6
bepridil	ABCB1
sodium_oxybate	ALDH5A1
felodipine	CYP3A4
felodipine	CYP3A5
felodipine	ABCB1
tolterodine	CYP3A4
tocilizumab	GALNT18
tocilizumab	CD69
tocilizumab	FCGR3A
tocilizumab	IL6R
tocilizumab	HLA-DRB1
clonidine	CYP2D6
clonidine	GNB3
clonidine	ADRA2A
clonidine	ADRA2C
trastuzumab	PPCDC
trastuzumab	ESR1
trastuzumab	BARD1
trastuzumab	PGR
trastuzumab	ERBB2
trastuzumab	ERBB3
trastuzumab	ESR2
trastuzumab	FCGR2A
trastuzumab	FCGR3A
trastuzumab	PIK3CA
trastuzumab	RNF8
eliglustat	CYP2D6
deferasirox	ABCC2
deferasirox	CYP1A1
deferasirox	CYP1A2
deferasirox	CYP24A1
deferasirox	CYP27B1
deferasirox	GC
deferasirox	UGT1A3
deferasirox	VDR
deferasirox	ABCG2
deferasirox	UGT1A1
deutetrabenazine	CYP2D6
citalopram	TPH2
citalopram	TSPAN5
citalopram	REEP5
citalopram	COL26A1
citalopram	PAPLN
citalopram	RFK
citalopram	ERICH3
citalopram	METTL21A
citalopram	GRK5
citalopram	SERPINE1
citalopram	ABCB1
citalopram	CREB1
citalopram	CRHR2
citalopram	DTNBP1
citalopram	FKBP5
citalopram	GLDC
citalopram	GRIA3
citalopram	GSK3B
citalopram	HTR1B
citalopram	IL11
citalopram	NEDD4L
citalopram	BDNF
citalopram	RORA
citalopram	TPH1
citalopram	SRP19
citalopram	CACNA1C
morphine	COMT
morphine	CYP2D6
morphine	TAOK3
morphine	RHBDF2
morphine	SULT1A4
morphine	ABCB1
morphine	FAAH
morphine	IL1B
morphine	KCNJ6
morphine	SLC6A4
morphine	OPRK1
morphine	UGT2B7
morphine	TLR2
morphine	ABCC3
mirtazapine	TPH2
mirtazapine	RABEP1
mirtazapine	SH2B1
mirtazapine	FKBP5
mirtazapine	GAL
folic_acid	C18orf56
folic_acid	MTHFR
folic_acid	MTR
folic_acid	MTRR
folic_acid	TYMS
folic_acid	TLR4
zidovudine	CYP2A6
zidovudine	CYP2B6
zidovudine	CYP2C9
zidovudine	CYP2E1
zidovudine	CYP3A4
zidovudine	DTYMK
zidovudine	ABCC1
zidovudine	NME1
zidovudine	NME2
zidovudine	ABCB1
zidovudine	POR
zidovudine	TK1
zidovudine	SLC22A7
zidovudine	UGT2B7
zidovudine	SLC22A11
zidovudine	SLC28A1
zidovudine	SLC22A6
zidovudine	SLC22A8
zidovudine	ABCG2
zidovudine	ABCC5
zidovudine	ABCC4
zidovudine	SLC28A3
captopril	ACE
captopril	ACE2
captopril	AGTR1
olutasidenib	IDH1
glycerol_phenylbutyrate	NAGS
glycerol_phenylbutyrate	ASS1
glycerol_phenylbutyrate	ARG1
glycerol_phenylbutyrate	ASL
glycerol_phenylbutyrate	CPS1
glycerol_phenylbutyrate	OTC
l-tryptophan	SLC22A2
ivacaftor	SLC26A9
levetiracetam	ABCB1
levetiracetam	SCN1A
levetiracetam	HLA-A
ibuprofen	CYP2C8
ibuprofen	CYP3A4
ibuprofen	NOS2
ibuprofen	PTGS1
ibuprofen	AMACR
ibuprofen	NOS1
ibuprofen	NOS3
ibuprofen	FAAH
ibuprofen	PTGS2
ibuprofen	LTA
ibuprofen	UGT2B4
ibuprofen	UGT2B7
ibuprofen	UGT1A3
ibuprofen	UGT2B17
ibuprofen	LST1
ibuprofen	UGT1A9
ibuprofen	TNF
triamcinolone	HCG22
triamcinolone	GLCCI1
ibrutinib	CYP2D6
ibrutinib	BTK
ibrutinib	MYD88
dobutamine	GNAS
dobutamine	ADRB1
terbinafine	CYP2D6
terbinafine	HLA-A
terbinafine	NR1I2
afutuzumab	MS4A1
aldophosphamide	ALDH1A1
fentanyl	COMT
fentanyl	CYP2D6
fentanyl	RHBDF2
fentanyl	ASTN2
fentanyl	ATF2
fentanyl	CACNA1E
fentanyl	CALCA
fentanyl	ABCB1
fentanyl	KCNJ6
fentanyl	MYD88
fentanyl	OPRD1
fentanyl	OPRM1
fentanyl	P2RX7
fentanyl	UGT2B7
fentanyl	ADRB2
fentanyl	ARRB2
pitrakinra	IL4R
lutetium_(177Lu)_vipivotide_tetraxetan	FOLH1
Vitamin_K_and_analogues	G6PD
Vitamin_K_and_analogues	CYP4F2
l-methionine	CPS1
l-methionine	PSPH
l-methionine	CBS
opioids	GPR98
l-methionine	GNMT
l-methionine	ALDH1L1
obinutuzumab	MS4A1
