Input Name	PubChem Name	CID	Molecular Formula	Molecular Weight	SMILES_code	SMILES_connectivity	Status	Notes	Name	Type	ID	Mol_Weight	LogP	sID
deoxy-thioguanosine triphosphate	1,1'-dioxo-3-(4-oxo-12-sulfanyl-3,5,14-trioxa-2,7,11,12,13-pentaza-4lambda5-phosphatetracyclo[6.3.1.12,4.16,9]tetradeca-1(11),6(13),8-trien-7-yl)spiro[2,4,8,9-tetraoxa-1lambda5-phosphatricyclo[4.2.1.03,7]nonane-5,3'-2,5,6-trioxa-1lambda5-phosphabicyclo[2.1.1]hexane]-4',6,7-triol	146673693.0	C10H6N5O16P3S	577.17	C1C2=C3N(C(=N1)N4OP(=O)(O4)OC(=N2)N3C56C7(C(C8(O5)C9(OP(=O)(O8)O9)O)(OP(=O)(O7)O6)O)O)S	C1C2=C3N(C(=N1)N4OP(=O)(O4)OC(=N2)N3C56C7(C(C8(O5)C9(OP(=O)(O8)O9)O)(OP(=O)(O7)O6)O)O)S	Found in Compounds							
desbutyl lumefantrine	2-(butylamino)-1-[(9Z)-2,7-dichloro-9-[(4-chlorophenyl)methylidene]fluoren-4-yl]ethanol	9934522.0	C26H24Cl3NO	472.8	CCCCNCC(C1=CC(=CC\2=C1C3=C(/C2=C/C4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O	CCCCNCC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O	Found in Compounds							
Desethyl hydroxychloroquine hydrochloride	2-[4-[(7-chloroquinolin-4-yl)amino]pentylamino]ethanol;hydrochloride	168442593.0	C16H23Cl2N3O	344.3	CC(CCCNCCO)NC1=C2C=CC(=CC2=NC=C1)Cl.Cl	CC(CCCNCCO)NC1=C2C=CC(=CC2=NC=C1)Cl.Cl	Found in Compounds	Auto-corrected from desethyl hydroxychloroquine						
desethylchloroquine	4-N-(7-chloroquinolin-4-yl)-1-N-ethylpentane-1,4-diamine	95478.0	C16H22ClN3	291.82	CCNCCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl	CCNCCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl	Found in Compounds							
desflurane	2-(difluoromethoxy)-1,1,1,2-tetrafluoroethane	42113.0	C3H2F6O	168.04	C(C(F)(F)F)(OC(F)F)F	C(C(F)(F)F)(OC(F)F)F	Found in Compounds							
desipramine	3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine	2995.0	C18H22N2	266.4	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31	Found in Compounds							
desloratadine	13-chloro-2-piperidin-4-ylidene-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaene	124087.0	C19H19ClN2	310.8	C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4	C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4	Found in Compounds							
N-Desmethyl Clomipramine Hydrochloride	3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine;hydrochloride	16219718.0	C18H22Cl2N2	337.3	CNCCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl	CNCCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl	Found in Compounds	Auto-corrected from desmethyl clomipramine						
desmethyl olanzapine	2-methyl-4-piperazin-1-yl-10H-thieno[2,3-b][1,5]benzodiazepine	135446209.0	C16H18N4S	298.4	CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCNCC4	CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCNCC4	Found in Subs							
N-Desmethylclozapine	3-chloro-6-piperazin-1-yl-11H-benzo[b][1,4]benzodiazepine	135409468.0	C17H17ClN4	312.8	C1CN(CCN1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42	C1CN(CCN1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42	Found in Compounds	Auto-corrected from desmethylclozapine glucuronide						
desmethylnaproxen	2-(6-hydroxynaphthalen-2-yl)propanoic acid	162920.0	C13H12O3	216.23	CC(C1=CC2=C(C=C1)C=C(C=C2)O)C(=O)O	CC(C1=CC2=C(C=C1)C=C(C=C2)O)C(=O)O	Found in Compounds							
desmopressin	(2S)-N-[(2R)-1-[(2-amino-2-oxoethyl)amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-1-[(4R,7S,10S,13S,16S)-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-13-benzyl-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]pyrrolidine-2-carboxamide	5311065.0	C46H64N14O12S2	1069.2	C1C[C@H](N(C1)C(=O)[C@@H]2CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N	C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N	Found in Compounds							
desoxycortone	(8S,9S,10R,13S,14S,17S)-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	6166.0	C21H30O3	330.5	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C	CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C	Found in Compounds							
desvenlafaxine	4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol	125017.0	C16H25NO2	263.37	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O	Found in Compounds							
deuruxolitinib	(3R)-3-(2,2,3,3,4,4,5,5-octadeuteriocyclopentyl)-3-[4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)pyrazol-1-yl]propanenitrile	72704611.0	C17H18N6	314.41	[2H]C1(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3)[2H]	C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3	Found in Compounds							
deutetrabenazine	(3S,11bS)-3-(2-methylpropyl)-9,10-bis(trideuteriomethoxy)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one	73442840.0	C19H27NO3	323.5	[2H]C([2H])([2H])OC1=C(C=C2[C@@H]3CC(=O)[C@H](CN3CCC2=C1)CC(C)C)OC([2H])([2H])[2H]	CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC	Found in Compounds							
dexamethasone	(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one	5743.0	C22H29FO5	392.5	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C	Found in Compounds							
dexlansoprazole	2-[(R)-[3-methyl-4-(2,2,2-trifluoroethoxy)-2-pyridinyl]methylsulfinyl]-1H-benzimidazole	9578005.0	C16H14F3N3O2S	369.4	CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F	Found in Compounds							
dexmedetomidine	5-[(1S)-1-(2,3-dimethylphenyl)ethyl]-1H-imidazole	5311068.0	C13H16N2	200.28	CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C	CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C	Found in Compounds							
dexrazoxane	4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione	71384.0	C11H16N4O4	268.27	C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2	CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2	Found in Compounds							
dextroamphetamine	(2S)-1-phenylpropan-2-amine	5826.0	C9H13N	135.21	C[C@@H](CC1=CC=CC=C1)N	CC(CC1=CC=CC=C1)N	Found in Compounds							
dextromethadone	(6S)-6-(dimethylamino)-4,4-diphenylheptan-3-one	643985.0	C21H27NO	309.4	CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2	Found in Compounds							
dextromethorphan	(1S,9S,10S)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene	5360696.0	C18H25NO	271.4	CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC	Found in Compounds							
dextromethorphan / quinidine	bis((S)-[(2R,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol);(1S,9S,10S)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene;sulfuric acid;hydrobromide	71300601.0	C58H76BrN5O9S	1099.2	CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)OC.COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3CC4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O.Br	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O.Br	Found in Compounds							
							Found in Substances (No Structure)		dextromethorphan hydrobromide / bupropion hydrochloride	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	483933469
dextropropoxyphene	[(2S,3R)-4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-yl] propanoate	10100.0	C22H29NO2	339.5	CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C	CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C	Found in Compounds							
dextrorphan	(1S,9S,10S)-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol	5360697.0	C17H23NO	257.37	CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)O	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O	Found in Compounds							
diazepam	7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one	3016.0	C16H13ClN2O	284.74	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	Found in Compounds							
diazoxide	7-chloro-3-methyl-4H-1lambda6,2,4-benzothiadiazine 1,1-dioxide	3019.0	C8H7ClN2O2S	230.67	CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl	CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl	Found in Compounds							
dibekacin	(2S,3R,4S,5S,6R)-4-amino-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[(2R,3R,6S)-3-amino-6-(aminomethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-6-(hydroxymethyl)oxane-3,5-diol	470999.0	C18H37N5O8	451.5	C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N)N)N	C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N	Found in Compounds							
dichloroacetic acid	2,2-dichloroacetic acid	6597.0	C2H2Cl2O2	128.94	C(C(=O)O)(Cl)Cl	C(C(=O)O)(Cl)Cl	Found in Compounds							
diclofenac	2-[2-(2,6-dichloroanilino)phenyl]acetic acid	3033.0	C14H11Cl2NO2	296.1	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	Found in Compounds							
diclofenac acyl glucuronide	(2S,3S,4S,5R,6S)-6-[2-[2-(2,6-dichloroanilino)phenyl]acetyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid	16084218.0	C20H19Cl2NO8	472.3	C1=CC=C(C(=C1)CC(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)NC3=C(C=CC=C3Cl)Cl	C1=CC=C(C(=C1)CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)NC3=C(C=CC=C3Cl)Cl	Found in Compounds							
dicloxacillin	(2S,5R,6R)-6-[[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	18381.0	C19H17Cl2N3O5S	470.3	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O	CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O	Found in Compounds							
dicumarol	4-hydroxy-3-[(4-hydroxy-2-oxochromen-3-yl)methyl]chromen-2-one	54676038.0	C19H12O6	336.3	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O	Found in Compounds							
didanosine	9-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one	135398739.0	C10H12N4O3	236.23	C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O	C1CC(OC1CO)N2C=NC3=C2N=CNC3=O	Found in Compounds							
diethylstilbestrol	4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol	448537.0	C18H20O2	268.3	CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O	CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	Found in Compounds							
diflomotecan	(20R)-20-ethyl-6,7-difluoro-20-hydroxy-17-oxa-3,13-diazapentacyclo[11.9.0.02,11.04,9.015,21]docosa-1(22),2(11),3,5,7,9,15(21)-heptaene-14,18-dione	219023.0	C21H16F2N2O4	398.4	CC[C@]1(CC(=O)OCC2=C1C=C3C4=C(CN3C2=O)C=C5C=C(C(=CC5=N4)F)F)O	CCC1(CC(=O)OCC2=C1C=C3C4=C(CN3C2=O)C=C5C=C(C(=CC5=N4)F)F)O	Found in Compounds							
difluorodeoxyuridine	5,6-difluoro-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	129627896.0	C9H10F2N2O5	264.18	C1[C@@H]([C@H](O[C@H]1N2C(=C(C(=O)NC2=O)F)F)CO)O	C1C(C(OC1N2C(=C(C(=O)NC2=O)F)F)CO)O	Found in Compounds							
digoxin	3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	2724385.0	C41H64O14	780.9	C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O	Found in Compounds							
dihydroartemisinin	(1R,4S,5R,8S,9R,10S,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-ol	3000518.0	C15H24O5	284.35	C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C	CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C	Found in Compounds							
dihydrocodeine	(4R,4aR,7S,7aR,12bS)-9-methoxy-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol	5284543.0	C18H23NO3	301.4	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](CC4)O	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O	Found in Compounds							
dihydroergotamine	(6aR,9R,10aR)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide	10531.0	C33H37N5O5	583.7	C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C	CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C	Found in Compounds							
4-Chloro-1,2-dihydropyridazine-3,6-dione	4-chloro-1,2-dihydropyridazine-3,6-dione	79382.0	C4H3ClN2O2	146.53	C1=C(C(=O)NNC1=O)Cl	C1=C(C(=O)NNC1=O)Cl	Found in Compounds	Auto-corrected from dihydropyridine derivatives						
dihydrostreptomycin	2-[(1R,2R,3S,4R,5R,6S)-3-(diaminomethylideneamino)-4-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-hydroxy-4-(hydroxymethyl)-5-methyloxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine	439369.0	C21H41N7O12	583.6	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O	CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O	Found in Compounds							
diltiazem	[(2S,3S)-5-[2-(dimethylamino)ethyl]-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl] acetate	39186.0	C22H26N2O4S	414.5	CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC	Found in Compounds							
dimercaprol	2,3-bis(sulfanyl)propan-1-ol	3080.0	C3H8OS2	124.23	C(C(CS)S)O	C(C(CS)S)O	Found in Compounds							
dimethyl fumarate	dimethyl (E)-but-2-enedioate	637568.0	C6H8O4	144.12	COC(=O)/C=C/C(=O)OC	COC(=O)C=CC(=O)OC	Found in Compounds							
							Found in Substances (No Structure)		dinutuximab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	194168552
Dipeptidylpeptidase IV Inhibitor II	[(4-amino-5-oxo-5-pyrrolidin-1-ylpentanoyl)amino] benzoate;hydrochloride	16760404.0	C16H22ClN3O4	355.81	C1CCN(C1)C(=O)C(CCC(=O)NOC(=O)C2=CC=CC=C2)N.Cl	C1CCN(C1)C(=O)C(CCC(=O)NOC(=O)C2=CC=CC=C2)N.Cl	Found in Compounds	Auto-corrected from dipeptidyl peptidase 4 (dpp-4) inhibitors						
dipyridamole	2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol	3108.0	C24H40N8O4	504.6	C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO	C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO	Found in Compounds							
dipyrone	sodium [(1,5-dimethyl-3-oxo-2-phenylpyrazol-4-yl)-methylamino]methanesulfonate	522325.0	C13H16N3NaO4S	333.34	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]	Found in Compounds							
							Not Found		direct acting antivirals	Unknown				
cFMS Receptor Inhibitor IV	5-cyano-N-[2,5-di(piperidin-1-yl)phenyl]furan-2-carboxamide	28408236.0	C22H26N4O2	378.5	C1CCN(CC1)C2=CC(=C(C=C2)N3CCCCC3)NC(=O)C4=CC=C(O4)C#N	C1CCN(CC1)C2=CC(=C(C=C2)N3CCCCC3)NC(=O)C4=CC=C(O4)C#N	Found in Compounds	Auto-corrected from direct factor xa inhibitors						
							Found in Substances (No Structure)		direct thrombin inhibitors	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	134225018
disopyramide	4-[di(propan-2-yl)amino]-2-phenyl-2-pyridin-2-ylbutanamide	3114.0	C21H29N3O	339.5	CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C	CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C	Found in Compounds							
disulfiram	diethylcarbamothioylsulfanyl N,N-diethylcarbamodithioate	3117.0	C10H20N2S4	296.5	CCN(CC)C(=S)SSC(=S)N(CC)CC	CCN(CC)C(=S)SSC(=S)N(CC)CC	Found in Compounds							
							Found in Substances (No Structure)		diuretics	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	121147406
dobutamine	4-[2-[4-(4-hydroxyphenyl)butan-2-ylamino]ethyl]benzene-1,2-diol	36811.0	C18H23NO3	301.4	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O	Found in Compounds							
docetaxel	[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4-acetyloxy-1,9,12-trihydroxy-15-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate	148124.0	C43H53NO14	807.9	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O	CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O	Found in Compounds							
dofetilide	N-[4-[2-[2-[4-(methanesulfonamido)phenoxy]ethyl-methylamino]ethyl]phenyl]methanesulfonamide	71329.0	C19H27N3O5S2	441.6	CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C	CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C	Found in Compounds							
dolasetron	[(3S,7R)-10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl] 1H-indole-3-carboxylate	3033818.0	C19H20N2O3	324.4	C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54	C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54	Found in Compounds							
dolutegravir	(3S,7R)-N-[(2,4-difluorophenyl)methyl]-11-hydroxy-7-methyl-9,12-dioxo-4-oxa-1,8-diazatricyclo[8.4.0.03,8]tetradeca-10,13-diene-13-carboxamide	54726191.0	C20H19F2N3O5	419.4	C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O	CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O	Found in Compounds							
							Not Found		dolutegravir / abacavir / lamivudine	Unknown				
domperidone	6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one	3151.0	C22H24ClN5O2	425.9	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O	Found in Compounds							
							Found in Substances (No Structure)		donanemab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	252166569
donepezil	2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one	3152.0	C24H29NO3	379.5	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC	Found in Compounds							
dopamine	4-(2-aminoethyl)benzene-1,2-diol	681.0	C8H11NO2	153.18	C1=CC(=C(C=C1CCN)O)O	C1=CC(=C(C=C1CCN)O)O	Found in Compounds							
							Found in Substances (No Structure)		dopamine agonists	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	134222375
