Effect_subcat;Entity_Affected
;DISEASE:AUTISM_SPECTRUM_DISORDER
;DISEASE:AUTISM_SPECTRUM_DISORDER
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;DISEASE:AUTISM_SPECTRUM_DISORDER
;DISEASE:AUTISM_SPECTRUM_DISORDER
;OTHER:BREAST_NEOPLASMS
;
;OTHER:BREAST_NEOPLASMS
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:EPILEPSY
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:COLORECTAL_NEOPLASMS
;
;
;
;
;
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:SUBSTANCE-RELATED_DISORDERS
;
;DISEASE:DIABETES_MELLITUS_T2
;
;
;DISEASE:LIVER_TRANSPLANTATION
;
;
;
;
;
;
;
;
;DISEASE:DEPRESSION
;
;
;
;DISEASE:EPILEPSY
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;
;DISEASE:CARDIOVASCULAR_DISEASE
;OTHER:MIGRAINE_DISORDER
;OTHER:HYPERCHOLESTEROLEMIA
;DISEASE:RENAL_CELL_CARCINOMA
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:HYPERTENSION
;
;OTHER:CHOLANGITIS
;
;
;
;
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;OTHER:ATRIAL_FIBRILLATION
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;
;DISEASE:LUNG_NEOPLASMS
;DISEASE:DEPRESSION
;DISEASE:DEPRESSION
;OTHER:HEART_VALVE_REPLACEMENT
;
;OTHER:HEART_VALVE_REPLACEMENT
;
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;
;
;DISEASE:LUNG_NEOPLASMS
;OTHER:ADENOTONSILLECTOMY
;DISEASE:COLONIC_NEOPLASMS
;
;OTHER:ADENOTONSILLECTOMY
;
;OTHER:ADENOTONSILLECTOMY
;
;
;OTHER:NEOPLASMS
;
;
;DISEASE:TURNER_SYNDROME
;
;DISEASE:DIABETES_MELLITUS
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;
;
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;OTHER:MULTIPLE_SCLEROSIS
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;
;
;
;
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;
;
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;DISEASE:ACUTE_MYELOID_LEUKEMIA
;DISEASE:HYPERCHOLESTEROLEMIA
;DISEASE:ACUTE_MYELOID_LEUKEMIA
;DISEASE:MYELOPROLIFERATIVE_DISORDER
;
;
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;OTHER:HIV_INFECTIOUS_DISEASE
;DISEASE:CYSTIC_FIBROSIS
;
;DISEASE:CYSTIC_FIBROSIS
;
;OTHER:SCHIZOPHRENIA, OTHER:TOBACCO_USE_DISORDER
;OTHER:HIV_INFECTIOUS_DISEASE
;OTHER:HIV_INFECTIOUS_DISEASE
;
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;OTHER:HIV_INFECTIOUS_DISEASE
;DISEASE:GROWTH_HORMONE_DEFICIENCY
;DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
;
;DISEASE:CYSTIC_FIBROSIS
;
;DISEASE:DIABETES_MELLITUS_T2
;OTHER:NEUROPATHIC_PAIN
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:DIABETES_MELLITUS_T2
;
;OTHER:DIABETES_MELLITUS_T2
;
;
;
;
;OTHER:LUPUS_NEPHRITIS
;
;DISEASE:DIABETES_MELLITUS_T2
;
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:COLORECTAL_NEOPLASMS
;
;DISEASE:HYPERTENSION
;OTHER:DIABETES_MELLITUS_T2
;
;DISEASE:MYELOPROLIFERATIVE_DISORDER
;DISEASE:HIV_INFECTIOUS_DISEASE, OTHER:PREGNANCY
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:CYSTIC_FIBROSIS
;
;
;OTHER:NEUROPATHIC_PAIN
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:POSTOPERATIVE_PAIN
;DISEASE:DIABETES_MELLITUS_T2
;DISEASE:ASTHMA
;DISEASE:CYSTIC_FIBROSIS
;OTHER:LUNG_TRANSPLANTATION
;
;DISEASE:PAIN
;OTHER:LUNG_TRANSPLANTATION
;DISEASE:DEPRESSION
;
;DISEASE:ACUTE_CORONARY_SYNDROME
;OTHER:LUNG_TRANSPLANTATION
;
;OTHER:PROSTATIC_NEOPLASMS
;OTHER:LUNG_TRANSPLANTATION
;OTHER:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;OTHER:CARDIOVASCULAR_DISEASE
;OTHER:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;
;
;
;DISEASE:OPIOID-RELATED_DISORDERS
;DISEASE:PAIN
;
;DISEASE:HYPERTENSION
;DISEASE:OPIOID-RELATED_DISORDERS
;
;
;
;
;DISEASE:OPIOID-RELATED_DISORDERS
;
;OTHER:ACUTE_CORONARY_SYNDROME
;
;
;DISEASE:OPIOID-RELATED_DISORDERS
;OTHER:ACUTE_CORONARY_SYNDROME
;DISEASE:TRANSPLANTATION
;DISEASE:PAIN
;DISEASE:PAIN
;DISEASE:HYPERTENSION
;DISEASE:OPIOID-RELATED_DISORDERS
;DISEASE:PAIN
;
;DISEASE:PAIN
;
;DISEASE:OPIOID-RELATED_DISORDERS
;OTHER:LUNG_TRANSPLANTATION
;DISEASE:PAIN
;DISEASE:POSTOPERATIVE_PAIN
;
;OTHER:ACUTE_CORONARY_SYNDROME
;
;DISEASE:PAIN
;DISEASE:CROHN_DISEASE, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;DISEASE:INFLAMMATORY_BOWEL_DISEASES
;OTHER:GLUCOSE_INTOLERANCE
;DISEASE:ULCERATIVE_COLITIS
;
;DISEASE:CROHN_DISEASE, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;DISEASE:CROHN_DISEASE, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;
;DISEASE:INFLAMMATORY_BOWEL_DISEASES
;DISEASE:CROHN_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:PAIN
;OTHER:POSTOPERATIVE_PAIN
;DISEASE:ALZHEIMER_DISEASE
;DISEASE:DIABETES_MELLITUS_T2
;DISEASE:DIABETES_MELLITUS_T2
;DISEASE:HYPERCHOLESTEROLEMIA
;DISEASE:POSTOPERATIVE_PAIN
;DISEASE:ULCERATIVE_COLITIS, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;DISEASE:ULCERATIVE_COLITIS, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;DISEASE:OPEN-ANGLE_GLAUCOMA
;DISEASE:PSORIASIS
;DISEASE:INFLAMMATORY_BOWEL_DISEASES
;OTHER:MIGRAINE_DISORDER
;DISEASE:ULCERATIVE_COLITIS
;DISEASE:ULCERATIVE_COLITIS, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;OTHER:MIGRAINE_DISORDER
;OTHER:POSTOPERATIVE_PAIN
;DISEASE:ULCERATIVE_COLITIS, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;DISEASE:ULCERATIVE_COLITIS
;DISEASE:ULCERATIVE_COLITIS, DISEASE:INFLAMMATORY_BOWEL_DISEASES
;OTHER:ALZHEIMER_DISEASE
;DISEASE:HYPERTENSION
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA, DISEASE:MESOTHELIOMA
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:HYPERTENSIVE_NEPHROSCLEROSIS
;DISEASE:HIV_INFECTIOUS_DISEASE
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:INFLAMMATION
;OTHER:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:HYPERTENSIVE_NEPHROSCLEROSIS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:LYMPHOMA
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:HYPERTENSIVE_NEPHROSCLEROSIS
;
;DISEASE:INFLAMMATION
;OTHER:HEROIN_DEPENDENCE
;DISEASE:CROHN_DISEASE
;OTHER:HEROIN_DEPENDENCE
;
;OTHER:SCHIZOPHRENIA
;
;
;
;
;DISEASE:COLORECTAL_NEOPLASMS
;OTHER:SCHIZOPHRENIA, OTHER:PSYCHOTIC_DISORDER
;DISEASE:COLORECTAL_NEOPLASMS
;DISEASE:HYPERTENSION
;
;OTHER:SCHIZOPHRENIA, OTHER:PSYCHOTIC_DISORDER
;DISEASE:DIABETES_MELLITUS
;
;
;DISEASE:MULTIPLE_SCLEROSIS
;
;
;DISEASE:JUVENILE_RHEUMATOID_ARTHRITIS
;DISEASE:LIVER_CIRRHOSIS
;DISEASE:JUVENILE_RHEUMATOID_ARTHRITIS
;DISEASE:JUVENILE_RHEUMATOID_ARTHRITIS
;OTHER:SCHIZOPHRENIA, OTHER:PSYCHOTIC_DISORDER
;DISEASE:JUVENILE_RHEUMATOID_ARTHRITIS
;DISEASE:HEPATITIS_B, CHRONIC
;DISEASE:JUVENILE_RHEUMATOID_ARTHRITIS
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;OTHER:SCHIZOPHRENIA, OTHER:PSYCHOTIC_DISORDER
;DISEASE:HYPERTRIGLYCERIDEMIA
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;DISEASE:HEPATITIS_B, CHRONIC
;OTHER:HEROIN_DEPENDENCE
;DISEASE:JUVENILE_RHEUMATOID_ARTHRITIS
;OTHER:HEROIN_DEPENDENCE
;OTHER:SCHIZOPHRENIA, OTHER:PSYCHOTIC_DISORDER
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:MULTIPLE_SCLEROSIS
;
;OTHER:DIABETES_MELLITUS_T2
;DISEASE:RHEUMATOID_ARTHRITIS
;
;DISEASE:MULTIPLE_SCLEROSIS
;
;
;
;DISEASE:SCHIZOPHRENIA
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;
;DISEASE:MULTIPLE_SCLEROSIS
;DISEASE:MULTIPLE_SCLEROSIS
;DISEASE:BREAST_NEOPLASMS
;
;
;DISEASE:MULTIPLE_SCLEROSIS
;
;DISEASE:BREAST_NEOPLASMS
;DISEASE:SCHIZOPHRENIA
;DISEASE:HYPERTENSION
;
;DISEASE:MULTIPLE_SCLEROSIS
;DISEASE:HYPERTENSION
;DISEASE:MULTIPLE_SCLEROSIS
;DISEASE:BREAST_NEOPLASMS
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;
;
;
;
;
;
;DISEASE:RHEUMATOID_ARTHRITIS
;
;
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;
;OTHER:RHEUMATOID_ARTHRITIS, OTHER:AUTOIMMUNE_DISEASES,OTHER:PSORIASIS
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:ASTHMA
;SIDE_EFFECT:NAUSEA, SIDE_EFFECT:VOMITING
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:EPILEPSY
;OTHER:PSORIASIS
;OTHER:KIDNEY_TRANSPLANTATION
;OTHER:PSORIASIS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:PARKINSON_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:PARKINSON_DISEASE
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:LIVER_TRANSPLANTATION
;OTHER:EPILEPSY
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:TOBACCO_USE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;OTHER:RHEUMATOID_ARTHRITIS
;OTHER:SPONDYLARTHROPATHIES
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;OTHER:PSORIASIS
;DISEASE:ASTHMA
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;
;OTHER:RHEUMATOID_ARTHRITIS
;OTHER:RHEUMATOID_ARTHRITIS
;OTHER:EPILEPSY
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;OTHER:RHEUMATOID_ARTHRITIS
;
;
;OTHER:EPILEPSY
;DISEASE:BETA-THALASSEMIA_AND_RELATED_DISEASES
;OTHER:KIDNEY_TRANSPLANTATION
;DISEASE:LIVER_TRANSPLANTATION
;
;DISEASE:DIABETES_MELLITUS_T2
;
;OTHER:EPILEPSY
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:PREMATURE_BIRTH
;DISEASE:KIDNEY_TRANSPLANTATION
;
;OTHER:EPILEPSY
;
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;
;
;
;
;
;
;
;OTHER:KIDNEY_TRANSPLANTATION
;DISEASE:GESTATIONAL_HYPERTENSION
;OTHER:RHEUMATIC_HEART_DISEASE, OTHER:ATRIAL_FIBRILLATION,OTHER:HEART_VALVE_DISEASES, OTHER:CORONARY_ARTERY_DISEASE
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:GESTATIONAL_HYPERTENSION
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:EPILEPSY
;DISEASE:ESSENTIAL_HYPERTENSION
;DISEASE:ESSENTIAL_HYPERTENSION
;DISEASE:HYPERTENSION
;DISEASE:EPILEPSY
;DISEASE:HYPERTENSION
;OTHER:OBESITY
;DISEASE:EPILEPSY
;OTHER:HEMATOPOIETIC_STEM_CELL_TRANSPLANTATION
;
;OTHER:HEMATOPOIETIC_STEM_CELL_TRANSPLANTATION
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;DISEASE:DEPRESSION
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;
;
;OTHER:SCHIZOPHRENIA
;DISEASE:NEOPLASMS, DISEASE:PAIN
;
;
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:SCHIZOPHRENIA
;DISEASE:HYPERTENSION
;DISEASE:HYPERTENSION
;DISEASE:HYPERTENSION
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;
;
;DISEASE:HEART_VALVE_REPLACEMENT
;OTHER:PAIN
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;DISEASE:HEART_VALVE_REPLACEMENT
;OTHER:MIGRAINE_DISORDER
;OTHER:ATRIAL_FIBRILLATION
;OTHER:MIGRAINE_DISORDER
;DISEASE:RECTAL_NEOPLASMS
;
;
;
;DISEASE:LIVER_CIRRHOSIS
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:HEROIN_DEPENDENCE
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;OTHER:ATRIAL_FIBRILLATION
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;OTHER:ATRIAL_FIBRILLATION
;DISEASE:SEIZURES
;OTHER:PAIN
;DISEASE:HYPERTENSION
;OTHER:TOBACCO_USE_DISORDER
;OTHER:PAIN
;OTHER:TOBACCO_USE_DISORDER
;OTHER:PAIN
;
;DISEASE:HYPERTENSION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:ASTHMA
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:LIVER_TRANSPLANTATION
;OTHER:NASOPHARYNGEAL_NEOPLASMS
;OTHER:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:HYPERTENSION
;OTHER:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:HYPERCHOLESTEROLEMIA
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:MULTIPLE_MYELOMA
;DISEASE:KIDNEY_TRANSPLANTATION
;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;OTHER:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:HYPERTENSION
;DISEASE:ASTHMA
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:ASTHMA
;DISEASE:ASTHMA
;DISEASE:ASTHMA
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:ESSENTIAL_HYPERTENSION
;DISEASE:ASTHMA
;
;
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:DEMENTIA
;DISEASE:ESSENTIAL_HYPERTENSION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:SCHIZOPHRENIA
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:NEOPLASMS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;OTHER:MYOCARDIAL_ISCHEMIA
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;OTHER:EPILEPSY
;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
;DISEASE:DYSLIPIDAEMIA
;DISEASE:SCHIZOPHRENIA
;DISEASE:ASTHMA
;DISEASE:PSORIASIS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:EPILEPSY
;DISEASE:EPILEPSY
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:EPILEPSY
;DISEASE:EPILEPSY
;DISEASE:EPILEPSY
;DISEASE:LIVER_TRANSPLANTATION
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:ASTHMA
;DISEASE:ACUTE_CORONARY_SYNDROME
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:OPIOID-RELATED_DISORDERS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MULTIPLE_SCLEROSIS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;
;DISEASE:OPIOID-RELATED_DISORDERS
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:OPIOID-RELATED_DISORDERS
;
;
;OTHER:LUNG_NEOPLASMS
;
;DISEASE:HEART_FAILURE
;
;DISEASE:OBESITY, DISEASE:POLYCYSTIC_OVARY_SYNDROME
;EFFICACY:EPILEPSY
;
;DISEASE:NEOPLASMS
;DISEASE:NEOPLASMS
;
;DISEASE:NEOPLASMS
;DISEASE:NEOPLASMS
;OTHER:EPILEPSY
;DISEASE:BREAST_NEOPLASMS
;
;OTHER:EPILEPSY
;OTHER:EPILEPSY
;DISEASE:BREAST_NEOPLASMS
;
;OTHER:HEART_VALVE_REPLACEMENT
;DISEASE:LUPUS_ERYTHEMATOSUS
;
;
;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;OTHER:POSTOPERATIVE_PAIN
;DISEASE:LUPUS_ERYTHEMATOSUS
;OTHER:GASTROINTESTINAL_STROMAL_TUMORS
;DISEASE:DIABETES_MELLITUS
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:FAMILIAL_HYPERCHOLESTEROLEMIA
;DISEASE:RHEUMATOID_ARTHRITIS
;DISEASE:LUPUS_NEPHRITIS
;DISEASE:LUPUS_NEPHRITIS
;DISEASE:LUPUS_ERYTHEMATOSUS
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;OTHER:PATIENTS_WITH_A_HIGH_RISK_OF_CARDIOVASCULAR_DISEASE
;DISEASE:MACULAR_DEGENERATION
;DISEASE:DIABETES_MELLITUS_T2
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;SIDE_EFFECT:PSORIASIS
;DISEASE:TOBACCO_USE_DISORDER
;OTHER:HEART_VALVE_REPLACEMENT
;DISEASE:TOBACCO_USE_DISORDER
;DISEASE:HELICOBACTER_INFECTIONS
;DISEASE:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:BETA-THALASSEMIA_AND_RELATED_DISEASES
;DISEASE:SCHIZOPHRENIA
;DISEASE:DIABETES_MELLITUS_T2
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:DIABETES_MELLITUS_T2
;
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:CORONARY_ARTERY_DISEASE, DISEASE:HYPERTENSION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;
;DISEASE:HIV_INFECTIOUS_DISEASE, DISEASE:TUBERCULOSIS
;
;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HEPATITIS_C_VIRUS_INFECTION
;DISEASE:HIV_INFECTIOUS_DISEASE, DISEASE:TUBERCULOSIS
;DISEASE:HYPERTENSION
;DISEASE:HIV_INFECTIOUS_DISEASE, DISEASE:TUBERCULOSIS
;DISEASE:HYPERTENSION
;
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
;
;DISEASE:HYPERTENSION
;
;DISEASE:EPILEPSY
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HYPERTENSION
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:VENOUS_THROMBOEMBOLISM
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:HIV_INFECTIOUS_DISEASE
;
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:EPILEPSY
;
;
;OTHER:HAPLOTYPE_EPSILON2
;DISEASE:EPILEPSY
;OTHER:HAPLOTYPE_EPSILON2
;EFFICACY:CROHN_DISEASE
;
;DISEASE:MACULAR_DEGENERATION
;DISEASE:EPILEPSY
;
;DISEASE:MAJOR_DEPRESSIVE_DISORDER
;DISEASE:HIV_INFECTIOUS_DISEASE
;EFFICACY:CROHN_DISEASE
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:CORONARY_ARTERY_DISEASE
;DISEASE:CORONARY_ARTERY_DISEASE
;DISEASE:CYSTIC_FIBROSIS
;
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:KIDNEY_TRANSPLANTATION
;DISEASE:HEART_FAILURE
;DISEASE:CYSTIC_FIBROSIS
;OTHER:LIVER_TRANSPLANTATION
;DISEASE:CYSTIC_FIBROSIS
;
;
;DISEASE:CYSTIC_FIBROSIS
;DISEASE:KIDNEY_TRANSPLANTATION
;
;DISEASE:CORONARY_ARTERY_DISEASE
;DISEASE:CYSTIC_FIBROSIS
;
;DISEASE:HIV_INFECTIOUS_DISEASE
;DISEASE:PAIN
;DISEASE:BREAST_NEOPLASMS, DISEASE:MENOPAUSE
