ATC;COD_ATC;Descripcion;;;;;;
5;D07AB10;ALCLOMETASONA;;;;;;
5;D07AB11;HIDROCORTISONA BUTEPRATO;;;;;;
5;D07AB19;DEXAMETASONA;;;;;;
5;D07AB21;CLOCORTOLONA;;;;;;
5;D07AB92;DICLORISONA;;;;;;
4;D07AC;CORTICOSTEROIDES POTENTES-GRUPO III (DERMATOLOGICOS);;;;;;
5;D07AC01;BETAMETASONA;;;;;;
5;D07AC02;FLUCLOROLONA;;;;;;
5;D07AC03;DESOXIMETASONA;;;;;;
5;D07AC04;FLUOCINOLONA ACETONIDO;;;;;;
5;D07AC05;FLUOCORTOLONA;;;;;;
5;D07AC06;DIFLUCORTOLONA;;;;;;
5;D07AC07;FLUDROXICORTIDA;;;;;;
5;D07AC08;FLUOCINONIDA;;;;;;
5;D07AC09;BUDESONIDA;;;;;;
5;D07AC10;DIFLORASONA;;;;;;
5;D07AC11;AMCINONIDA;;;;;;
5;D07AC12;HALOMETASONA;;;;;;
5;D07AC13;MOMETASONA;;;;;;
5;D07AC14;METILPREDNISOLONA ACEPONATO;;;;;;
5;D07AC15;BECLOMETASONA;;;;;;
5;D07AC16;HIDROCORTISONA ACEPONATO;;;;;;
5;D07AC17;FLUTICASONA;;;;;;
5;D07AC18;PREDNICARBATO;;;;;;
5;D07AC19;DIFLUPREDNATO;;;;;;
5;D07AC21;ULOBETASOL;;;;;;
5;D07AC30;ASOC.CORTICOSTEROIDES MODERAD. POTENTES;;;;;;
5;D07AC91;FLUPAMESONA;;;;;;
4;D07AD;CORTICOSTEROIDES MUY POTENTES-GRUPO IV (DEMATOLOGICOS);;;;;;
5;D07AD01;CLOBETASOL;;;;;;
5;D07AD02;HALCINONIDA;;;;;;
3;D07B;CORTICOSTEROIDES ASOCIADOS A ANTISEPTICOS;;;;;;
4;D07BA;CORTICOSTEROIDES DEBILES+ANTISEPTICO (DERMATOLOGICOS);;;;;;
5;D07BA04;HIDROCORTISONA+ANTISEPTICOS;;;;;;
4;D07BC;CORTICOSTEROIDES POTENTES+ANTISEPTICO (DERMATOLOGICOS);;;;;;
5;D07BC02;FLUOCINOLONA ACETONIDO+ANTISEPTICOS;;;;;;
5;D07BC04;DIFLUCORTOLONA ASOCIADA A ANTISEPTICO;;;;;;
5;D07BC91;BECLOMETASONA+ANTISEPTICOS;;;;;;
5;D07BC92;HALOMETASONA+ANTISEPTICOS;;;;;;
3;D07C;CORTICOSTEROIDES ASOC. A ANTIBIOTICOS (DERMATOLOG);;;;;;
4;D07CA;CORTICOSTEROIDES DEBILES-GI+ANTIBIOTICOS (DERMATOLOGICOS.);;;;;;
5;D07CA01;HIDROCORTISONA+ANTIBIOTICOS;;;;;;
5;D07CA02;METILPREDNISOLONA+ANTIBIOTICOS;;;;;;
5;D07CA03;PREDNISOLONA+ANTIBIOTICOS;;;;;;
4;D07CB;CORTICOST.MODER.POTENTES-GII+ANTIBIOTICOS (DERMATOLOGICOS);;;;;;
5;D07CB01;TRIAMCINOLONA+ANTIBIOTICOS;;;;;;
5;D07CB02;FLUPREDNIDENO+ANTIBIOTICOS;;;;;;
5;D07CB03;FLUOROMETOLONA+ANTIBIOTICOS;;;;;;
5;D07CB04;DEXAMETASONA+ANTIBIOTICOS;;;;;;
4;D07CC;CORTICOST.POTENTES GIII+ANTIBIOTICOS (DERMATOLOGICOS);;;;;;
5;D07CC01;BETAMETASONA+ANTIBIOTICOS;;;;;;
5;D07CC02;FLUOCINOLONA ACETONIDO+ANTIBIOTICOS;;;;;;
5;D07CC04;BECLOMETASONA+ANTIBIOTICOS;;;;;;
5;D07CC05;FLUOCINONIDA+ANTIBIOTICOS;;;;;;
5;D07CC06;FLUOCORTOLONA+ANTIBIOTICOS;;;;;;
5;D07CC91;FLUDROCORTISONA+ANTIBIOTICOS;;;;;;
5;D07CC92;FLUPAMESONA ASOCIADA A ANTIBIOTICOS;;;;;;
4;D07CD;CORTICOST.MUY POTENTES GIV+ANTIBIOTICOS (DERMATOL);;;;;;
5;D07CD01;CLOBETASOL+ANTIBIOTICOS;;;;;;
3;D07N;CORTICOIDES DERMATOLOGICOS NE;;;;;;
4;D07NN;CORTICOIDES DERMATOLOGICOS NE NE;;;;;;
5;D07NNNE;CORTICOIDES DERMATOLOGICOS NE NE NE;;;;;;
3;D07X;CORTICOSTEROIDES ASOC. A OTRAS SUSTANCIAS (DERMAT);;;;;;
4;D07XA;CORTICOSTEROIDES DEBILES+OTRAS SUSTANCIAS (DERMATOLOGICOS);;;;;;
5;D07XA01;HIDROCORTISONA OTRAS ASOCIACIONES;;;;;;
5;D07XA02;PREDNISOLONA OTRAS ASOCIACIONES;;;;;;
4;D07XB;CORTICOSTEROIDES MODER.POTENTES+OTRAS SUST.(DERMATOLOGICOS);;;;;;
5;D07XB01;FLUMETASONA OTRAS ASOCIACIONES;;;;;;
5;D07XB02;TRIAMCINOLONA OTRAS ASOCIACIONES;;;;;;
5;D07XB04;FLUOROMETOLONA OTRAS ASOCIACIONES;;;;;;
5;D07XB05;DEXAMETASONA OTRAS ASOCIACIONES;;;;;;
4;D07XC;CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMATOLOGICOS);;;;;;
5;D07XC01;BETAMETASONA OTRAS ASOCIACIONES;;;;;;
5;D07XC03;MOMETASONA OTRAS ASOCIACIONES;;;;;;
5;D07XC91;FLUOCINOLONA ACETONIDO EN OTRAS ASOCIACIONES;;;;;;
5;D07XC93;FLUPAMESONA EN OTRAS ASOCIACIONES;;;;;;
5;D07XCNE;CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMATOLOGICOS) NE;;;;;;
2;D08;ANTISEPTICOS Y DESINFECTANTES;;;;;;
3;D08A;ANTISEPTICOS Y DESINFECTANTES;;;;;;
4;D08AB;COMPUESTOS DE ALUMINIO;;;;;;
5;D08AB91;AGUA DE BUROW;;;;;;
4;D08AC;BIGUANIDAS Y AMIDINAS (ANTISEPTICOS Y DESINFECTANTES);;;;;;
5;D08AC02;CLORHEXIDINA;;;;;;
5;D08AC04;HEXAMIDINA;;;;;;
5;D08AC52;CLORHEXIDINA EN ASOCIACION;;;;;;
4;D08AD;PRODUCTOS CON ACIDO BORICO (ANTISEPTICOS/DESINFECT.TOPICOS);;;;;;
5;D08AD91;PREPARADOS CON ACIDO BORICO;;;;;;
5;D08AD92;ALCOHOL BORICADO;;;;;;
4;D08AE;FENOL Y DERIVADOS (ANTISEPTICOS/DESINFECTANTES DERMATOLOGIC);;;;;;
5;D08AE03;FENOL;;;;;;
5;D08AE54;TRICLOSAN EN ASOCIACION;;;;;;
4;D08AF;DERIVADOS DEL NITROFURANO;;;;;;
5;D08AF01;NITROFURAL;;;;;;
4;D08AG;PRODUCTOS IODADOS;;;;;;
5;D08AG02;POVIDONA IODADA;;;;;;
5;D08AG03;IODO;;;;;;
5;D08AG91;LUGOL;;;;;;
5;D08AG92;ALCOHOL IODADO;;;;;;
5;D08AGNE;PRODUCTOS IODADOS NE;;;;;;
4;D08AJ;COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPTICOS/DESINFECTANT);;;;;;
5;D08AJ01;BENZALCONIO CLORURO;;;;;;
5;D08AJ02;CETRIMONIO;;;;;;
5;D08AJ03;Cetilpiridinio, cloruro de;;;;;;
5;D08AJ04;CETRIMIDA;;;;;;
5;D08AJ08;BENZETONIO CLORURO;;;;;;
5;D08AJ57;OCTENIDINA EN ASOCIACION;;;;;;
5;D08AJ91;CETILPIRIDINIO+ALCOHOL;;;;;;
5;D08AJNE;COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPTICOS/DESINFECTANT) NE;;;;;;
4;D08AK;PRODUCTOS MERCURIALES (ANTISEPTICOS/DESINFECTANTES TOPICOS);;;;;;
5;D08AK04;MERCUROCROMO;;;;;;
5;D08AK06;TIOMERSAL;;;;;;
5;D08AK91;MERCUROBUTOL;;;;;;
5;D08AKNE;PRODUCTOS MERCURIALES (ANTISEPTICOS/DESINFECTANTES TOPICOS) NE;;;;;;
4;D08AL;COMPUESTOS DE PLATA (ANTISEPTICOS/DESINFECTANTES TOPICOS);;;;;;
5;D08AL01;PLATA NITRATO;;;;;;
4;D08AX;OTROS ANTISEPTICOS Y DESINFECTANTES;;;;;;
5;D08AX01;AGUA OXIGENADA (PEROXIDO HIDROGENO);;;;;;
5;D08AX02;EOSINA;;;;;;
5;D08AX04;TOSILCLORAMIDA SODICA;;;;;;
5;D08AX06;PERMANGANATO POTASICO;;;;;;
5;D08AX08;ALCOHOL (ETANOL);;;;;;
5;D08AXNE;OTROS ANTISEPTICOS Y DESINFECTANTES NE;;;;;;
2;D09;APOSITOS MEDICAMENTOSOS;;;;;;
3;D09A;APOSITOS MEDICAMENTOSOS;;;;;;
4;D09AA;APOSITOS MEDICAMENTOSOS CON ANTIINFECCIOSOS;;;;;;
5;D09AA09;POVIDONA IODADA EN TUL;;;;;;
5;D09AA13;IODOFORMO;;;;;;
5;D09AA61;BENZALCONIO EN ASOCIACION EN APOSITO;;;;;;
5;D09AA91;APOSITO CON ANTIBIOTICOS EN ASOCACION;;;;;;
4;D09AN;APOSITOS MEDICAMENTOSOS NE;;;;;;
5;D09ANNE;APOSITOS MEDICAMENTOSOS NE NE;;;;;;
4;D09AX;APOSITOS BLANDOS DE PARAFINA;;;;;;
5;D09AX91;TUL CON BALSAMO DEL PERU EN ASOCIACION;;;;;;
4;D09AZ;OTROS APOSITOS MEDICAMENTOSOS;;;;;;
5;D09AZ91;APOSITO ESTERIL DE CARBON ACTIVO;;;;;;
5;D09AZ92;APOSITO ESTERIL DE POLIURETANO;;;;;;
5;D09AZ93;APOSITO ESTERIL DE COLAGENO;;;;;;
5;D09AZ99;OTROS APOSITOS;;;;;;
2;D10;PREPARADOS ANTI-ACNE;;;;;;
3;D10A;PREPARADOS ANTI-ACNE DE USO TOPICO;;;;;;
4;D10AA;CORTICOIDES PARA TRATAMIENTO DEL ACNE;;;;;;
5;D10AA01;FLUOROMETOLONA;;;;;;
5;D10AA02;METILPREDNISOLONA;;;;;;
5;D10AA03;DEXAMETASONA;;;;;;
5;D10AA52;METILPREDNISOLONA EN ASOCIACION;;;;;;
4;D10AB;PREPARADOS CON AZUFRE (ANTI-ACNE);;;;;;
5;D10AB01;BITIONOL;;;;;;
5;D10AB02;AZUFRE;;;;;;
5;D10AB03;TIOXOLONA;;;;;;
5;D10AB05;MESULFENO;;;;;;
5;D10AB52;AZUFRE EN ASOCIACION;;;;;;
4;D10AD;RETINOIDES ANTI-ACNE DE USO TOPICO;;;;;;
5;D10AD01;TRETINOINA;;;;;;
5;D10AD02;RETINOL;;;;;;
5;D10AD03;ADALAPENO;;;;;;
5;D10AD04;ISOTRETINOINA;;;;;;
5;D10AD05;MOTRETINIDA;;;;;;
5;D10AD06;Trifaroteno;;;;;;
5;D10AD51;TRETINOINA EN ASOCIACION;;;;;;
5;D10AD53;ADAPALENO EN ASOCIACION;;;;;;
5;D10AD54;ISOTRETINOINA EN ASOCIACION;;;;;;
5;D10ADNE;RETINOIDES ANTI-ACNE DE USO TOPICO NE;;;;;;
4;D10AE;PEROXIDOS (ANTI-ACNE);;;;;;
5;D10AE01;BENZOILO PEROXIDO;;;;;;
4;D10AF;ANTIINFECCIOSOS PARA TRATAMIENTO DEL ACNE;;;;;;
5;D10AF01;CLINDAMICINA;;;;;;
5;D10AF02;ERITROMICINA;;;;;;
5;D10AF03;CLORAMFENICOL;;;;;;
5;D10AF04;MECLOCICLINA;;;;;;
5;D10AF05;Nadifloxacino;;;;;;
5;D10AF51;CLINDAMICINA EN ASOCIACION;;;;;;
5;D10AF52;ERITROMICINA EN ASOCIACION;;;;;;
5;D10AF91;NADIFLOXACINA;;;;;;
5;D10AFNE;ANTIINFECCIOSOS PARA TRATAMIENTO DEL ACNE NE;;;;;;
4;D10AX;OTROS PRODUCTOS ANTI-ACNE PARA USO TOPICO;;;;;;
5;D10AX02;RESORCINOL;;;;;;
5;D10AX03;AZELAICO ACIDO;;;;;;
5;D10AX05;DAPSONA;;;;;;
5;D10AX30;ANTIACNEICOS EN ASOCIACION;;;;;;
3;D10B;PREPARADOS ANTI-ACNE PARA USO SISTEMICO;;;;;;
4;D10BA;RETINOIDES DE USO SISTEMICO (ANTI-ACNE);;;;;;
5;D10BA01;ISOTRETINOINA;;;;;;
4;D10BX;OTROS PREPARADOS ANTI-ACNE SISTEMICOS;;;;;;
5;D10BX01;ICTASOL;;;;;;
5;D10BXNE;OTROS PREPARADOS ANTI-ACNE SISTEMICOS NE;;;;;;
2;D11;OTROS PREPARADOS DERMATOLOGICOS;;;;;;
3;D11A;OTROS PREPARADOS DERMATOLOGICOS;;;;;;
4;D11AC;CHAMPUS MEDICINALES;;;;;;
5;D11AC01;CETRIMIDA;;;;;;
5;D11AC02;COMPUESTOS DE CADMIO;;;;;;
5;D11AC03;COMPUESTOS DE SELENIO;;;;;;
5;D11AC06;POVIDONA IODADA;;;;;;
5;D11AC08;CHAMPUS CON AZUFRE;;;;;;
5;D11AC30;OTROS CHAMPUS MEDICINALES;;;;;;
4;D11AF;PREPARADOS ANTIVERRUGAS Y CALLICIDAS;;;;;;
5;D11AF91;ACIDO SALICILICO EN ASOCIACION;;;;;;
5;D11AF92;CLORURO FERRICO;;;;;;
5;D11AF93;CANTARIDINA EN ASOCIACION;;;;;;
5;D11AFNE;PREPARADOS ANTIVERRUGAS Y CALLICIDAS NE;;;;;;
4;D11AH;PREPARADOS PARA DERMATITIS ATOPICA, EXCL. CORTICOSTEROIDES;;;;;;
5;D11AH01;TACROLIMUS;;;;;;
5;D11AH02;PIMECROLIMUS;;;;;;
5;D11AH03;CROMOGLICICO ACIDO;;;;;;
5;D11AH04;Alitretinoina;;;;;;
5;D11AH05;Dupilumab;;;;;;
4;D11AX;OTROS DERMATOLOGICOS;;;;;;
5;D11AX01;MINOXIDIL;;;;;;
5;D11AX06;MEQUINOL;;;;;;
5;D11AX10;FINASTERIDA;;;;;;
5;D11AX11;HIDROQUINONA;;;;;;
5;D11AX12;ZINC PIRITIONATO;;;;;;
5;D11AX14;TACROLIMUS;;;;;;
5;D11AX15;PIMECROLIMUS;;;;;;
5;D11AX16;EFLORNITINA;;;;;;
5;D11AX17;CROMOGLICICO ACIDO;;;;;;
5;D11AX18;DICLOFENACO;;;;;;
5;D11AX19;ALITRETOINA;;;;;;
5;D11AX21;Brimonidina;;;;;;
5;D11AX22;Ivermectina;;;;;;
5;D11AX24; Acido desoxicolico;;;;;;
5;D11AX91;ACETIL PARAMINOBENZOICO ACIDO (ACEDOBEN);;;;;;
5;D11AXNE;OTROS DERMATOLOGICOS NE;;;;;;
1;G;APARATO GENITO-URINARIO Y HORMONAS SEXUALES;;;;;;
2;G01;ANTIINFECCIOSOS Y ANTISEPTICOS GINECOLOGICOS;;;;;;
3;G01A;ANTIINFECCIOSOS Y ANTISEPTICOS, EXCL. ASOC. CORTIC;;;;;;
4;G01AA;ANTIBIOTICOS (GINECOLOGICOS);;;;;;
5;G01AA01;NISTATINA;;;;;;
5;G01AA03;AMFOTERICINA B;;;;;;
5;G01AA06;HACHIMICINA;;;;;;
5;G01AA10;CLINDAMICINA;;;;;;
5;G01AA91;AMFOTERICINA B+TETRACICLINA;;;;;;
4;G01AC;DERIVADOS DE LA QUINOLONA (GINECOLOGICOS);;;;;;
5;G01AC01;DIIODOHIDROXIQUINOLINA;;;;;;
5;G01AC03;CLORQUINALDOL;;;;;;
5;G01AC05;DECALINIO;;;;;;
5;G01AC53;CLORQUINALDOL EN ASOCIACION;;;;;;
4;G01AD;ACIDOS ORGANICOS;;;;;;
5;G01ADNE;ACIDOS ORGANICOS NE;;;;;;
4;G01AF;DERIVADOS IMIDAZOLICOS (GINECOLOGICOS);;;;;;
5;G01AF01;METRONIDAZOL;;;;;;
5;G01AF02;CLOTRIMAZOL;;;;;;
5;G01AF04;MICONAZOL;;;;;;
5;G01AF05;ECONAZOL;;;;;;
5;G01AF08;TIOCONAZOL;;;;;;
5;G01AF11;KETOCONAZOL;;;;;;
5;G01AF12;FENTICONAZOL;;;;;;
5;G01AF16;OMOCONAZOL;;;;;;
5;G01AF17;OXICONAZOL;;;;;;
5;G01AF18;FLUTRIMAZOL;;;;;;
5;G01AF19;Sertaconazol;;;;;;
5;G01AF20;DERIVADOS DEL IMIDAZOL EN ASOCIACION;;;;;;
5;G01AF91;SERTACONAZOL;;;;;;
4;G01AX;OTROS ANTIINFECCIOSOS Y ANTISEPTICOS GINECOLOGICOS;;;;;;
5;G01AX05;NIFURATEL;;;;;;
5;G01AX11;POVIDONA IODADA;;;;;;
5;G01AX12;CICLOPIROX;;;;;;
5;G01AX14;LACTOBACILO, FERMENTO;;;;;;
5;G01AX66;OCTENIDINA EN ASOCIACION;;;;;;
5;G01AX91;BENZALCONIO CLORURO+ALUMINIO-POTASIO SULFATO;;;;;;
3;G01B;ANTIINFECC/ANTISEPT.ASOC.A CORTICOIDES(GINECOLOG.);;;;;;
4;G01BA;ANTIBIOTICOS ASOC.A CORTICOIDES (GINECOLOGICOS);;;;;;
5;G01BA91;NEOMICINA CON CORTICOIDE;;;;;;
4;G01BD;ANTISEPTICOS CON CORTICOSTEROIDES;;;;;;
5;G01BDNE;ANTISEPTICOS CON CORTICOSTEROIDES NE;;;;;;
2;G02;OTROS GINECOLOGICOS;;;;;;
3;G02A;OXITOCICOS;;;;;;
4;G02AB;ALCALOIDES ERGOTAMINICOS (OXITOCICOS);;;;;;
5;G02AB01;METILERGOMETRINA;;;;;;
4;G02AD;PROSTAGLANDINAS (OXITOCICOS);;;;;;
5;G02AD01;DINOPROST;;;;;;
5;G02AD02;DINOPROSTONA;;;;;;
5;G02AD03;GEMEPROST;;;;;;
5;G02AD04;CARBOPROST;;;;;;
5;G02AD05;SULPROSTONA;;;;;;
5;G02AD06;MISOPROSTOL;;;;;;
3;G02B;ANTICONCEPTIVOS DE USO TOPICO;;;;;;
4;G02BA;ANTICONCEPTIVOS INTRAUTERINOS;;;;;;
5;G02BA03;DISPOSITIVO INTRAUTERINO CON PROGESTAGENOS;;;;;;
4;G02BB;ANTICONCEPTIVOS INTRAVAGINALES;;;;;;
5;G02BB01;ANILLO VAGINAL CON PROGESTAGENO Y ESTROGENO;;;;;;
5;G02BBNE;ANTICONCEPTIVOS INTRAVAGINALES NE;;;;;;
3;G02C;OTROS GINECOLOGICOS;;;;;;
4;G02CA;SIMPATICOMIMETICOS INHIBIDORES DEL PARTO;;;;;;
5;G02CA01;RITODRINA;;;;;;
4;G02CB;INHIBIDORES DE LA PROLACTINA;;;;;;
5;G02CB01;BROMOCRIPTINA;;;;;;
5;G02CB02;LISURIDA;;;;;;
5;G02CB03;CABERGOLINA;;;;;;
5;G02CB04;QUINAGOLIDA;;;;;;
4;G02CC;ANTIINFLAMATORIOS DE ADMINISTRACION VAGINAL;;;;;;
5;G02CC01;IBUPROFENO;;;;;;
5;G02CC03;BENCIDAMINA;;;;;;
5;G02CC91;TETRIDAMINA;;;;;;
4;G02CN;OTROS GINECOLOGICOS NE;;;;;;
4;G02CX;OTROS PREPARADOS GINECOLOGICOS;;;;;;
5;G02CX01;ATOSIBAN;;;;;;
5;G02CX03; Vitex agnus castus fruto;;;;;;
5;G02CX04;Rizoma de Cimicifuga;;;;;;
5;G02CX91;SOJA EXTRACTO;;;;;;
5;G02CX92;SOJA EXTRACTO + TREBOL ROJO;;;;;;
5;G02CXNE;OTROS PREPARADOS GINECOLOGICOS NE;;;;;;
2;G03;HORMONAS SEXUALES Y MODULADORES DE APARATO GENITAL;;;;;;
3;G03A;HORMONAS ANTICONCEPTIVAS DE USO SISTEMICO;;;;;;
4;G03AA;PROGESTAGENOS Y ESTROGENOS EN COMBINACIONES FIJAS;;;;;;
5;G03AA03;LINESTRENOL ASOCIADO A ESTROGENO;;;;;;
5;G03AA06;NORGESTREL ASOCIADO A ESTROGENO;;;;;;
5;G03AA07;LEVONORGESTREL ASOCIADO A ESTROGENO;;;;;;
5;G03AA09;DESOGESTREL ASOCIADO A ESTROGENO;;;;;;
5;G03AA10;GESTODENO ASOCIADO A ESTROGENO;;;;;;
5;G03AA11;NORGESTIMATO ASOCIADO A ESTROGENO;;;;;;
5;G03AA12;DROSPIRENONA ASOCIADO A ESTROGENO;;;;;;
5;G03AA13;NORELGESTROMINA+ESTROGENO;;;;;;
5;G03AA14;NOMEGESTROL+ESTROGENO;;;;;;
5;G03AA15;Clormadinona y estrogeno;;;;;;
5;G03AA16; Dienogest y etinilestradiol;;;;;;
5;G03AA91;ALGESTONA ASOCIADO A ESTROGENO;;;;;;
5;G03AA92;CLORMADINONA ASOCIADA A ESTROGENO;;;;;;
5;G03AANE;PROGESTAGENOS Y ESTROGENOS EN COMBINACIONES FIJAS NE;;;;;;
4;G03AB;PROGESTAGENOS Y ESTROGENOS, COMBINAC. SECUENCIALES;;;;;;
5;G03AB03;LEVONORGESTREL ASOCIADO A ESTROGENO;;;;;;
5;G03AB05;DESOGESTREL ASOCIADO A ESTROGENO;;;;;;
5;G03AB06;GESTODENO ASOCIADO A ESTROGENO;;;;;;
5;G03AB08;DIENOGEST ASOCIADO A ESTROGENO (PREP. SECUENCIALES);;;;;;
5;G03ABNE;PROGESTAGENOS Y ESTROGENOS, COMBINAC. SECUENCIALES NE;;;;;;
4;G03AC;PROGESTAGENOS;;;;;;
5;G03AC03;LEVONORGESTREL;;;;;;
5;G03AC06;Medroxiprogesterona;;;;;;
5;G03AC08;ETONOGESTREL;;;;;;
5;G03AC09;DESOGESTREL;;;;;;
5;G03AC10;Drospirenona;;;;;;
4;G03AD;ANTICONCEPTIVOS DE EMERGENCIA;;;;;;
5;G03AD01;LEVONORGESTREL;;;;;;
5;G03AD02;ULIPRISTAL;;;;;;
3;G03B;ANDROGENOS;;;;;;
4;G03BA;DERIVADOS DEL ANDROSTENO (ANDROGENOS);;;;;;
5;G03BA03;TESTOSTERONA;;;;;;
4;G03BB;DERIVADOS DEL ANDROSTANO (ANDROGENOS);;;;;;
5;G03BB01;MESTEROLONA;;;;;;
5;G03BB02;ANDROSTANOLONA;;;;;;
3;G03C;ESTROGENOS;;;;;;
4;G03CA;ESTROGENOS NATURALES Y SEMISINTETICOS, SOLOS;;;;;;
5;G03CA01;ETINILESTRADIOL;;;;;;
5;G03CA03;ESTRADIOL;;;;;;
5;G03CA04;ESTRIOL;;;;;;
5;G03CA06;CLOROTRIANISENO;;;;;;
5;G03CA07;ESTRONA;;;;;;
5;G03CA09;PROMESTRIENO;;;;;;
5;G03CA57;ESTROGENOS CONJUGADOS;;;;;;
5;G03CA91;POLIESTRIOL;;;;;;
4;G03CC;Estrogenos, combinaciones con otros farmacos;;;;;;
5;G03CC07;Estrogenos conjugados y bazedoxifeno;;;;;;
5;G03CCNE;Estrogenos, combinaciones con otros farmacos NE;;;;;;
4;G03CX;OTROS ESTROGENOS;;;;;;
5;G03CX01;TIBOLONA;;;;;;
3;G03D;PROGESTAGENOS;;;;;;
4;G03DA;DERIVADOS DEL PREGNANO (PROGESTAGENOS);;;;;;
5;G03DA01;GESTONORONA;;;;;;
5;G03DA02;MEDROXIPROGESTERONA;;;;;;
5;G03DA03;HIDROXIPROGESTERONA;;;;;;
5;G03DA04;PROGESTERONA;;;;;;
4;G03DB;DERIVADOS DEL PREGNADIENO (PROGESTAGENOS);;;;;;
5;G03DB01;DIDROGESTERONA;;;;;;
5;G03DB02;MEGESTROL;;;;;;
5;G03DB03;MEDROGESTONA;;;;;;
5;G03DB08;DIENOGEST;;;;;;
4;G03DC;DERIVADOS DEL ESTRENO (PROGESTAGENOS);;;;;;
5;G03DC01;ALILESTRENOL;;;;;;
5;G03DC02;NORETISTERONA;;;;;;
5;G03DC03;LINESTRENOL;;;;;;
5;G03DC04;ETISTERONA;;;;;;
5;G03DC05;LINESTRENOL;;;;;;
5;G03DC31;METILESTRENOLONA;;;;;;
5;G03DCNE;DERIVADOS DEL ESTRENO (PROGESTAGENOS) NE;;;;;;
3;G03E;ANDROGENOS Y H. SEXUALES FEMENINAS EN ASOCIACION;;;;;;
4;G03EA;ANDROGENOS Y ESTROGENOS;;;;;;
5;G03EA01;METILTESTOSTERONA ASOCIADA A ESTROGENO;;;;;;
5;G03EA03;PRASTERONA ASOCIADA A ESTROGENO;;;;;;
3;G03F;PROGESTAGENOS Y ESTROGENOS EN ASOCIACION;;;;;;
4;G03FA;PROGESTAGENOS Y ESTROGENOS EN ASOCIACION;;;;;;
5;G03FA01;NORETISTERONA Y ESTROGENO (ASOC. FIJA);;;;;;
5;G03FA10;NORGESTREL Y ESTROGENO (ASOC. FIJA);;;;;;
5;G03FA11;LEVONORGESTREL Y ESTROGENO (ASOC. FIJA);;;;;;
5;G03FA12;MEDROXIPROGESTERONA ASOCIADO A ESTROGENO;;;;;;
5;G03FA13;NORGESTIMATO Y ESTROGENO (ASOC. FIJA);;;;;;
5;G03FA15;DIENOGEST Y ESTROGENO (ASOC. FIJA);;;;;;
5;G03FA17;DROSPIRENONA ASOCIADO A ESTROGENO;;;;;;
5;G03FANE;PROGESTAGENOS Y ESTROGENOS EN ASOCIACION NE;;;;;;
4;G03FB;PROGESTAGENOS Y ESTROGENOS, PREPARADOS SECUENCIALES;;;;;;
5;G03FB01;Norgestrel y estrogeno;;;;;;
5;G03FB05;NORETISTERONA ASOCIADA A ESTROGENO (PREP. SECUENCIALES);;;;;;
5;G03FB06;MEDROXIPROGESTERONA Y ESTROGENO (PREP. SECUENCIALES);;;;;;
5;G03FB09;LEVONORGESTREL ASOCIADO A ESTROGENO;;;;;;
5;G03FB11;TRIMEGESTONA ASOCIADO A ESTROGENO;;;;;;
5;G03FBNE;PROGESTAGENOS Y ESTROGENOS, PREPARADOS SECUENCIALES NE;;;;;;
3;G03G;GONADOTROPINAS Y OTROS ESTIMULANTES DE OVULACION;;;;;;
4;G03GA;GONADOTROPINAS (ESTIMULANTES OVULACION);;;;;;
5;G03GA01;GONADOTROFINA CORIONICA (HCG);;;;;;
5;G03GA02;GONADOTROFINA MENOPAUSIA HUMANA (HMG);;;;;;
5;G03GA03;GONADOTROPINA SERICA;;;;;;
5;G03GA04;UROFOLITROPINA;;;;;;
5;G03GA05;FOLITROPINA ALFA;;;;;;
5;G03GA06;FOLITROPINA BETA;;;;;;
5;G03GA07;LUTROPINA ALFA;;;;;;
5;G03GA08;CORIOGONADOTROPINA ALFA;;;;;;
5;G03GA09;CORIFOLITROPINA ALFA;;;;;;
5;G03GA10; Folitropina delta;;;;;;
5;G03GA30;Combinaciones;;;;;;
4;G03GB;ESTIMULANTES SINTETICOS DE LA OVULACION;;;;;;
5;G03GB01;CICLOFENIL;;;;;;
5;G03GB02;CLOMIFENO;;;;;;
5;G03GB03;EPIMESTROL;;;;;;
3;G03H;ANTIANDROGENOS;;;;;;
4;G03HA;ANTIANDROGENOS SOLOS;;;;;;
5;G03HA01;CIPROTERONA;;;;;;
4;G03HB;ANTIANDROGENOS CON ESTROGENOS;;;;;;
5;G03HB01;CIPROTERONA ASOCIADA A ESTROGENO;;;;;;
3;G03X;OTRAS HORMONAS SEXUALES;;;;;;
4;G03XA;ANTIGONADOTROPINAS Y SIMILARES;;;;;;
5;G03XA01;DANAZOL;;;;;;
5;G03XA02;GESTRINONA;;;;;;
4;G03XB;ANTIPROGESTAGENOS;;;;;;
5;G03XB01;MIFEPRISTONA;;;;;;
5;G03XB02;Ulipristal;;;;;;
4;G03XC;MODULADORES SELECTIVOS DE RECEPTORES DE ESTROGENOS;;;;;;
5;G03XC01;RALOXIFENO;;;;;;
5;G03XC02;BAZEDOXIFENO;;;;;;
5;G03XC03;LASOFOXIFENO;;;;;;
5;G03XC05;Ospemifeno;;;;;;
