ATC;Medicamento;Drug;Anatomico;Terapeutico;Farmacologico;Quimico
C03XW91; Urea;UREA;C;C03;C03X;C03XW
C04;VASODILATADORES PERIFERICOS;PERIPHERAL VASODILATORS;C;C04;;
C04A;VASODILATADORES PERIFERICOS;PERIPHERAL VASODILATORS;C;C04;C04A;
C04AA;DERIVADOS DEL AMINOFENIL-ETANOL (VASODILATADORES PERIFERICOS;AMINOPHENYL-ETHANOL DERIVATIVES (PERIPHERAL VASODILATORS);C;C04;C04A;C04AA
C04AA01;ISOXSUPRINA;ISOXSUPRINE;C;C04;C04A;C04AA
C04AA02;BUFENINA;BUFFENINE;C;C04;C04A;C04AA
C04AA31;BAMETAN;BAMETAN;C;C04;C04A;C04AA
C04AA52;BUFENINA EN ASOCIACION;BUFENINA IN ASSOCIATION;C;C04;C04A;C04AA
C04AB;DERIVADOS IMIDAZOLICOS (VASODILATADORES PERIFERICOS);IMIDAZOLE DERIVATIVES (PERIPHERAL VASODILATORS);C;C04;C04A;C04AB
C04AB01;FENTOLAMINA;Phentolamine;C;C04;C04A;C04AB
C04AD;DERIVADOS DE LAS PURINAS (VASODILATADORES PERIFERICOS);PURINES DERIVATIVES (PERIPHERAL VASODILATORS);C;C04;C04A;C04AD
C04AD03;PENTOXIFILINA;PENTOXYFILLINE;C;C04;C04A;C04AD
C04AD04;ETOFILINA NICOTINATO;ETHYLLINE NICOTINATE;C;C04;C04A;C04AD
C04AD54;ETOFILINA EN ASOCIACION;ETOPHYLLINE IN ASSOCIATION;C;C04;C04A;C04AD
C04AE;ALCALOIDES ERGOTAMINICOS (VASODILATADORES PERIFERICOS);ERGOTAMINIC ALKALOIDS (PERIPHERAL VASODILATORS);C;C04;C04A;C04AE
C04AE01;DIHIDROERGOTOXINA;DIHYDROERGOTOXIN;C;C04;C04A;C04AE
C04AE02;NICERGOLINA;NICERGOLINA;C;C04;C04A;C04AE
C04AE04;DIHIDROERGOCRISTINA;DIHYDROERGOCRISTINE;C;C04;C04A;C04AE
C04AE51;DIHIDROERGOTOXINA EN ASOCIACION;DIHYDROERGOTOXIN IN ASSOCIATION;C;C04;C04A;C04AE
C04AE54;DIHIDROERGOCRISTINA EN ASOCIACION;DIHYDROERGOCRISTINE IN ASSOCIATION;C;C04;C04A;C04AE
C04AX;OTROS VASODILATADORES PERIFERICOS;OTHER PERIPHERAL VASODILATORS;C;C04;C04A;C04AX
C04AX02;FENOXIBENZAMINA;Phenoxybenzamine;C;C04;C04A;C04AX
C04AX07;VINCAMINA;VINCAMINA;C;C04;C04A;C04AX
C04AX10;MOXISILITA;MOXISILITE;C;C04;C04A;C04AX
C04AX11;BENCICLANO;BENZYCLEAN;C;C04;C04A;C04AX
C04AX17;VINBURNINA;Vinburnine;C;C04;C04A;C04AX
C04AX20;BUFLOMEDIL;BUFLOMEDIL;C;C04;C04A;C04AX
C04AX21;NAFTIDROFURILO;NAFTHYDROFURYL;C;C04;C04A;C04AX
C04AX23;BUTALAMINA;BUTALAMINE;C;C04;C04A;C04AX
C04AX26;CETIEDIL;CETIEDIL;C;C04;C04A;C04AX
C04AX28;IFENPRODIL;IFENPRODIL;C;C04;C04A;C04AX
C04AX33;CILOSTAZOL;CILOSTAZOL;C;C04;C04A;C04AX
C04AX57;VINCAMINA EN ASOCIACION;VINCAMINA IN ASSOCIATION;C;C04;C04A;C04AX
C04AX91;OXOVINCA;OXOVINCA;C;C04;C04A;C04AX
C04AX93;ALMITRINA+RAUBASINA;ALMITRINE+RAUBASIN;C;C04;C04A;C04AX
C04AXNE;OTROS VASODILATADORES PERIFERICOS NE;OTHER PERIPHERAL VASODILATORS NE;C;C04;C04A;C04AX
C05;VASOPROTECTORES;Vasoprotectors;C;C05;;
C05A;ANTIHEMORROIDALES DE USO TOPICO;TOPICAL ANTIHEMORRHOIDAL USE;C;C05;C05A;
C05AA;ANTIHEMORROIDALES CON CORTICOIDES (VASOPROTECTORES);ANTIHEMORRHOIDAL WITH CORTICOIDS (VASOPROTECTIVE);C;C05;C05A;C05AA
C05AA01;HIDROCORTISONA;HYDROCORTISONE;C;C05;C05A;C05AA
C05AA04;PREDNISOLONA;PREDNISOLONE;C;C05;C05A;C05AA
C05AA08;FLUOCORTOLONA;FLUOCORTOLONE;C;C05;C05A;C05AA
C05AA10;FLUOCINOLONA ACETONIDO;FLUOCINOLONE ACETONIDE;C;C05;C05A;C05AA
C05AA11;FLUOCINONIDA;FLUOCINONIDE;C;C05;C05A;C05AA
C05AA12;TRIAMCINOLONA;TRIAMCINOLONE;C;C05;C05A;C05AA
C05AA51;HIDROCORTISONA EN ASOCIACION;HYDROCORTISONE IN ASSOCIATION;C;C05;C05A;C05AA
C05AA54;PREDNISOLONA EN ASOCIACION;PREDNISOLONE IN ASSOCIATION;C;C05;C05A;C05AA
C05AA58;FLUOCORTOLONA EN ASOCACION;FLUOCORTOLONE IN ASSOCIATION;C;C05;C05A;C05AA
C05AA60;FLUOCINOLONA ACETONIDO EN ASOCIACION;FLUOCINOLONE ACETONIDE IN ASSOCIATION;C;C05;C05A;C05AA
C05AA91;BECLOMETASONA DIPROPIONATO;BECLOMETHASONE DIPROPIONATE;C;C05;C05A;C05AA
C05AA92;BECLOMETASONA EN ASOCIACION;BECLOMETHASONE IN ASSOCIATION;C;C05;C05A;C05AA
C05AA93;TRIAMCINOLONA EN ASOCIACION;TRIAMCINOLONE IN ASSOCIATION;C;C05;C05A;C05AA
C05AANE;ANTIHEMORROIDALES CON CORTICOIDES (VASOPROTECTORES) NE;ANTIHEMORRHOIDAL WITH CORTICOIDS (VASOPROTECTIVE) NE;C;C05;C05A;C05AA
C05AD;ANTIHEMORROIDALES CON ANESTESICOS LOCALES (VASOPROTECTORES);ANTIHEMORRHOIDAL WITH LOCAL ANESTHETICS (VASOPROTECTIVE);C;C05;C05A;C05AD
C05AD01;LIDOCAINA;Lidocaine;C;C05;C05A;C05AD
C05AD02;TETRACAINA;TETRACAINE;C;C05;C05A;C05AD
C05AD03;BENZOCAINA;BENZOCAINE;C;C05;C05A;C05AD
C05AD04;CINCOCAINA;CINCOCAINE;C;C05;C05A;C05AD
C05AD51;LIDOCAINA EN ASOCIACION;LIDOCAINE IN ASSOCIATION;C;C05;C05A;C05AD
C05AD53;BENZOCAINA EN ASOCIACION;BENZOCAINE IN ASSOCIATION;C;C05;C05A;C05AD
C05AE;RELAJANTES MUSCULARES TTO.TOPICO HEMORROIDES Y FISUR.ANALES;MUSCLE RELAXANTS TOPICAL TREATMENT FOR HEMORRHOIDS AND ANAL FISSURES;C;C05;C05A;C05AE
C05AE01;NITROGLICERINA;NITROGLYCERINE;C;C05;C05A;C05AE
C05AE02;DINITRATO DE ISOSORBIDA;ISOSORBIDE DINITRATE;C;C05;C05A;C05AE
C05AX;OTROS ANTIHEMORROIDALES DE USO TOPICO (VASOPROTECTORES);OTHER TOPICAL ANTIHEMORRHOIDAL AGENTS (VASOPROTECTIVES);C;C05;C05A;C05AX
C05AX01;PREPARADOS DE ALUMINIO;ALUMINUM PREPARATIONS;C;C05;C05A;C05AX
C05AX02;PREPARADOS ANTIHEMORROIDALES CON BISMUTO;ANTIHEMORRHOIDAL PREPARATIONS WITH BISMUTH;C;C05;C05A;C05AX
C05AX03;OTROS ANTIHEMORROIDALES EN ASOCIACION;OTHER ANTIHEMORRHOIDAL IN ASSOCIATION;C;C05;C05A;C05AX
C05AX05;TRIBENOSIDO;TRIBENOSIDE;C;C05;C05A;C05AX
C05AX91;RUSCOGENINA;RUSCOGENIN;C;C05;C05A;C05AX
C05AX92;DILTIAZEM;DILTIAZEM;C;C05;C05A;C05AX
C05AXNE;OTROS ANTIHEMORROIDALES DE USO TOPICO (VASOPROTECTORES) NE;OTHER TOPICAL ANTIHEMORRHOIDAL USE (VASOPROTECTIVES) NE;C;C05;C05A;C05AX
C05B;TERAPIA ANTIVARICOSA;ANTIVARICOSE THERAPY;C;C05;C05B;
C05BA;PREPARADOS CON HEPARINA PARA USO TOPICO (ANTIVARICOSOS);PREPARATIONS WITH HEPARIN FOR TOPICAL USE (ANTIVARICOSE DRUGS);C;C05;C05B;C05BA
C05BA01;HEPARINOIDE ORGANICO;ORGANIC HEPARINOID;C;C05;C05B;C05BA
C05BA03;HEPARINA SODICA;SODIUM HEPARIN;C;C05;C05B;C05BA
C05BA04;PENTOSANO POLISULFATO SODICO;PENTOSAN SODIUM POLYSULFATE;C;C05;C05B;C05BA
C05BA51;HEPARINOIDE ORGANICO EN ASOCIACION;ORGANIC HEPARINOID IN ASSOCIATION;C;C05;C05B;C05BA
C05BA53;HEPARINA EN ASOCIACION;HEPARIN IN ASSOCIATION;C;C05;C05B;C05BA
C05BB;ANTIVARICOSOS ESCLEROSANTES PARA INJECCION LOCAL;ANTIVARICOS SCLEROSANTS FOR LOCAL INJECTION;C;C05;C05B;C05BB
C05BB01;MONOETANOLAMINA OLEATO;MONOETHANOLAMINE OLEATE;C;C05;C05B;C05BB
C05BB02;POLIDOCANOL;POLIDOCANOL;C;C05;C05B;C05BB
C05BB04;Tetradecilsulfato de sodio;SODIUM TETRADECYLSULFATE;C;C05;C05B;C05BB
C05BB56;GLUCOSA EN ASOCIACION;GLUCOSE IN ASSOCIATION;C;C05;C05B;C05BB
C05BX;OTROS ANTIVARICOSOS ESCLEROSANTES;OTHER SCLEROSANT ANTI-VARICOSE DRUGS;C;C05;C05B;C05BX
C05BX01;DOBESILATO CALCICO;CALCIUM DOBESILYATE;C;C05;C05B;C05BX
C05BX51;DOBESILATO CALCICO EN ASOCIACION;CALCIUM DOBESILATE IN ASSOCIATION;C;C05;C05B;C05BX
C05BX91;OTROS ANTIVARICOSOS EN ASOCIACION;OTHER ANTI-VARICOSE DRUGS IN ASSOCIATION;C;C05;C05B;C05BX
C05BXNE;OTROS ANTIVARICOSOS ESCLEROSANTES NE;OTHER SCLEROSANT ANTIVARICOSIS DRUGS NE;C;C05;C05B;C05BX
C05C;ESTABILIZANTES CAPILARES (VASOPROTECTORES);CAPILLARY STABILIZERS (VASOPROTECTORS);C;C05;C05C;
C05CA;BIOFLAVONOIDES (VASOPROTECTORES);BIOFLAVONOIDS (VASOPROTECTORS);C;C05;C05C;C05CA
C05CA01;RUTOSIDO;RUTOSIDE;C;C05;C05C;C05CA
C05CA03;DIOSMINA;DIOSMINA;C;C05;C05C;C05CA
C05CA04;TROXERUTINA;Troxerutin;C;C05;C05C;C05CA
C05CA05;HIDROSMINA;HYDROSMINE;C;C05;C05C;C05CA
C05CA51;RUTOSIDO EN ASOCIACION;RUTOSIDE IN ASSOCIATION;C;C05;C05C;C05CA
C05CA53;DIOSMINA EN ASOCIACION;DIOSMINA IN ASSOCIATION;C;C05;C05C;C05CA
C05CA54;TROXERUTINA EN ASOCIACION;TROXERUTIN IN ASSOCIATION;C;C05;C05C;C05CA
C05CA91;BIOFLAVONOIDES;BIOFLAVONOIDS;C;C05;C05C;C05CA
C05CA92;BIOFLAVONOIDES EN ASOCIACION;BIOFLAVONOIDS IN ASSOCIATION;C;C05;C05C;C05CA
C05CA93;FLAVODICO ACIDO;FLAVODIC ACID;C;C05;C05C;C05CA
C05CA97;ESCULINA EN ASOCIACION;SCHOOL IN ASSOCIATION;C;C05;C05C;C05CA
C05CA98;HESPERIDINA METILCHALCONA EN ASOCIACION;HESPERIDIN METHYLCHALCONE IN ASSOCIATION;C;C05;C05C;C05CA
C05CX;OTROS ESTABILIZADORES CAPILARES (VASOPROTECTORES);OTHER CAPILLARY STABILIZERS (VASOPROTECTORS);C;C05;C05C;C05CX
C05CX01;TRIBENOSIDO;TRIBENOSIDE;C;C05;C05C;C05CX
C05CX02;NAFTAZONA;NAFTAZONE;C;C05;C05C;C05CX
C05CX91;CROMOCARBO, DIETILAMINA;CHROMOCARB, DIETHYLAMINE;C;C05;C05C;C05CX
C05CX92;NAFTAZONA;NAFTAZONE;C;C05;C05C;C05CX
C05CX93;AMINAFTONA;AMINAFTONA;C;C05;C05C;C05CX
C05CX95;VACCINIUM MYRTILLUS;VACCINIUM MYRTILLUS;C;C05;C05C;C05CX
C05CX96;VACCINIUM MYRTILLUS EN ASOCIACION;VACCINIUM MYRTILLUS IN ASSOCIATION;C;C05;C05C;C05CX
C05CX97;RUSCUS ACULEATUS EN ASOCIACION;RUSCUS ACULEATUS IN ASSOCIATION;C;C05;C05C;C05CX
C05CX98;LEUCOCIANIDOL;LEUCOCYANIDOL;C;C05;C05C;C05CX
C05CX99;ESCINA;ESCINA;C;C05;C05C;C05CX
C05CXNE;OTROS ESTABILIZADORES CAPILARES (VASOPROTECTORES) NE;OTHER CAPILLARY STABILIZERS (VASOPROTECTORS) NE;C;C05;C05C;C05CX
C07;BETABLOQUEANTES;BETA BLOCKERS;C;C07;;
C07A;BETABLOQUEANTES SOLOS;BETA BLOCKERS ALONE;C;C07;C07A;
C07AA;BETABLOQUEANTES NO SELECTIVOS SOLOS;NON-SELECTIVE BETA-BLOCKERS ALONE;C;C07;C07A;C07AA
C07AA02;OXPRENOLOL;OXPRENOLOL;C;C07;C07A;C07AA
C07AA05;PROPRANOLOL;PROPRANOLOL;C;C07;C07A;C07AA
C07AA06;TIMOLOL;TIMOLOL;C;C07;C07A;C07AA
C07AA07;SOTALOL;SOTALOL;C;C07;C07A;C07AA
C07AA12;NADOLOL;NADOLOL;C;C07;C07A;C07AA
C07AA15;CARTEOLOL;CARTEOLOL;C;C07;C07A;C07AA
C07AA23;PENBUTOLOL;PENBUTOLOL;C;C07;C07A;C07AA
C07AB;BETABLOQUEANTES SELECTIVOS SOLOS;SELECTIVE BETA-BLOCKERS ALONE;C;C07;C07A;C07AB
C07AB02;METOPROLOL;METOPROLOL;C;C07;C07A;C07AB
C07AB03;ATENOLOL;ATENOLOL;C;C07;C07A;C07AB
C07AB04;ACEBUTOLOL;ACEBUTOLOL;C;C07;C07A;C07AB
C07AB05;BETAXOLOL;BETAXOLOL;C;C07;C07A;C07AB
C07AB07;BISOPROLOL;BISOPROLOL;C;C07;C07A;C07AB
C07AB08;CELIPROLOL;CELIPROLOL;C;C07;C07A;C07AB
C07AB09;ESMOLOL;ESMOLOOL;C;C07;C07A;C07AB
C07AB12;NEBIVOLOL;NEBIVOLOL;C;C07;C07A;C07AB
C07AB52;METOPROLOL, COMBINATION PACKAGES;METOPROLOL, COMBINATION PACKAGES;C;C07;C07A;C07AB
C07AB57;BISOPROLOL EN ASOCIACION, EXCEPTO CON OTROS ANTIHIPERTENSIV;BISOPROLOL IN ASSOCIATION, EXCEPT WITH OTHER ANTIHYPERTENSIVES;C;C07;C07A;C07AB
C07ABNE;BETABLOQUEANTES SELECTIVOS SOLOS NE;SELECTIVE BETA-BLOCKERS ALONE NE;C;C07;C07A;C07AB
C07AG;ALFA Y BETABLOQUEANTES;ALPHA AND BETA BLOCKERS;C;C07;C07A;C07AG
C07AG01;LABETALOL;LABETALOL;C;C07;C07A;C07AG
C07AG02;CARVEDILOL;CARVEDILOL;C;C07;C07A;C07AG
C07B;BETABLOQUEANTES ASOCIADOS A TIAZIDAS;BETA-BLOCKERS ASSOCIATED WITH THIAZIDES;C;C07;C07B;
C07BB;BETABLOQUEANTES SELECTIVOS ASOCIADOS A TIAZIDAS;SELECTIVE BETA-BLOCKERS IN ASSOCIATION WITH THIAZIDES;C;C07;C07B;C07BB
C07BB02;METOPROLOL ASOC. A TIAZIDA;METOPROLOL ASSOCIATED WITH THIAZIDE;C;C07;C07B;C07BB
C07BB03;ATENOLOL ASOCIADO A TIAZIDAS;ATENOLOL IN ASSOCIATION WITH THIAZIDES;C;C07;C07B;C07BB
C07BB04;ACEBUTOLOL ASOCIADO A TIAZIDA;ACEBUTOLOL IN ASSOCIATION WITH THIAZIDE;C;C07;C07B;C07BB
C07BB07;BISOPROLOL ASOC. A TIAZIDA;BISOPROLOL ASSOCIATED WITH THIAZIDE;C;C07;C07B;C07BB
C07BB12;NEBIVOLOL ASOC. A HIDROCLOROTIAZIDA;NEBIVOLOL ASSOCIATED WITH HYDROCHLOROTHIAZIDE;C;C07;C07B;C07BB
C07C;BETABLOQUEANTES ASOC. A OTROS DIURETICOS;BETA-BLOCKERS ASSOCIATED WITH OTHER DIURETICS;C;C07;C07C;
C07CA;BETABLOQUENTES NO SELECTIVOS ASOC.A OTROS DIURETICOS;NON-SELECTIVE BETA-BLOCKERS ASSOCIATED WITH OTHER DIURETICS;C;C07;C07C;C07CA
C07CA02;OXPRENOLOL ASOCIADO A OTROS DIURETICOS;OXPRENOLOL ASSOCIATED WITH OTHER DIURETICS;C;C07;C07C;C07CA
C07CB;BETABLOQUEANTES SELECTIVOS ASOCIADOS A OTROS DIURETICOS;SELECTIVE BETA-BLOCKERS ASSOCIATED WITH OTHER DIURETICS;C;C07;C07C;C07CB
C07CB02;METOPROLOL ASOCIADO A OTROS DIURETICOS;METOPROLOL ASSOCIATED WITH OTHER DIURETICS;C;C07;C07C;C07CB
C07CB03;ATENOLOL ASOCIADO A OTROS DIURETICOS;ATENOLOL ASSOCIATED WITH OTHER DIURETICS;C;C07;C07C;C07CB
C07D;BETABLOQUEANTES ASOCIADOS A TIAZIDAS Y OTROS DIURET.;BETA-BLOCKERS ASSOCIATED WITH THIAZIDES AND OTHER DIURETS.;C;C07;C07D;
C07DB;BETABLOQUEANT.SELECT.ASOC.TIAZIDAS Y OTROS DIURETICOS;SELECTED BETA-BLOCKER ASSOCIATED WITH THIAZIDES AND OTHER DIURETICS;C;C07;C07D;C07DB
C07DB01;ATENOLOL+TIAZIDA+OTROS DIURETICOS;ATENOLOL+THIAZIDE+OTHER DIURETICS;C;C07;C07D;C07DB
C07E;BETABLOQUEANTES ASOCIADOS A VASODILATADORES;BETA-BLOCKERS ASSOCIATED WITH VASODILATORS;C;C07;C07E;
C07EA;BETABLOQUEANTES NO SELECTIVOS ASOCIADOS A VASODILATADORES;NON-SELECTIVE BETA-BLOCKERS ASSOCIATED WITH VASODILATORS;C;C07;C07E;C07EA
C07EA91;PROPANOLOL ASOC. A HIDRALAZINA;PROPANOLOL ASOC. TO HYDRALAZINE;C;C07;C07E;C07EA
C07F;BETABLOQUEANTES ASOC. A OTROS ANTIHIPERTENSIVOS;BETA-BLOCKERS ASSOCIATED WITH OTHER ANTIHYPERTENSIVES;C;C07;C07F;
C07FA;BETABLOQUEANTES NO SELECTIVOS ASOC. OTROS ANTIHIPERT;NON-SELECTIVE BETA-BLOCKERS ASSOCIATED WITH OTHER ANTIHYPERTES;C;C07;C07F;C07FA
C07FA05;PROPRANOLOL ASOCIADO A OTROS ANTIHIPERTENSIVOS;PROPRANOLOL ASSOCIATED WITH OTHER ANTIHYPERTENSIVES;C;C07;C07F;C07FA
C07FB;BETABLOQUEANTES SELECTIVOS ASOCIADOS A OTROS ANTIHIPERTENSIV;SELECTIVE BETA-BLOCKERS ASSOCIATED WITH OTHER ANTIHYPERTENSIVES;C;C07;C07F;C07FB
C07FB02;METOPROLOL ASOC.OTROS ANTIHIPERTENSIVOS;METOPROLOL ASSOCIATE WITH OTHER ANTIHYPERTENSIVES;C;C07;C07F;C07FB
C07FB03;ATENOLOL ASOCIADO A OTROS ANTIHIPERTENSIVOS;ATENOLOL ASSOCIATED WITH OTHER ANTIHYPERTENSIVES;C;C07;C07F;C07FB
C07FB07;BISOPROLOL ASOCIADO A OTROS ANTIHIPERTENSIVOS;BISOPROLOL ASSOCIATED WITH OTHER ANTIHYPERTENSIVES;C;C07;C07F;C07FB
C07FX;Betabloqueantes, otras combinaciones;BETA BLOCKERS, OTHER COMBINATIONS;C;C07;C07F;C07FX
C07FX01;Propranolol y otras combinaciones;PROPRANOLOL AND OTHER COMBINATIONS;C;C07;C07F;C07FX
C07FX06; Carvedilol e Ivabradina;Carvedilol and Ivabradine;C;C07;C07F;C07FX
C08;BLOQUEANTES DE LOS CANALES DEL CALCIO;Calcium Channel Blockers;C;C08;;
C08C;BLOQ. CANALES CALCIO SELECTIVOS EFECTO VASCULAR;SELECTIVE CALCIUM CHANNELS BLOCK VASCULAR EFFECT;C;C08;C08C;
C08CA;DERIVADOS DE DIHIDROPIRIDINA (BLOQUEANTES CALCIO EFECT.VASC);DIHYDROPYRIDINE DERIVATIVES (CALCIUM BLOCKERS WITH VASCIAL EFFECT);C;C08;C08C;C08CA
C08CA01;AMLODIPINO;AMLODIPINE;C;C08;C08C;C08CA
C08CA02;FELODIPINO;FELODIPINO;C;C08;C08C;C08CA
C08CA03;ISRADIPINO;ISRADIPINE;C;C08;C08C;C08CA
C08CA04;NICARDIPINO;NICARDIPINO;C;C08;C08C;C08CA
C08CA05;NIFEDIPINO;NIFEDIPINO;C;C08;C08C;C08CA
C08CA06;NIMODIPINO;NIMODIPINE;C;C08;C08C;C08CA
C08CA07;NISOLDIPINO;NISOLDIPINO;C;C08;C08C;C08CA
C08CA08;NITRENDIPINO;NITRENDIPINE;C;C08;C08C;C08CA
C08CA09;LACIDIPINO;LACIDIPINE;C;C08;C08C;C08CA
C08CA10;NIVALDIPINO;NIVALDIPINO;C;C08;C08C;C08CA
C08CA11;MANIDIPINO;MANIDIPINO;C;C08;C08C;C08CA
C08CA12;BARNIDIPINO;BARNIDIPINO;C;C08;C08C;C08CA
C08CA13;LERCANIDIPINO;LERCANIDIPINE;C;C08;C08C;C08CA
C08CA16;CLEVIDIPINA;CLEVIDIPINE;C;C08;C08C;C08CA
C08CX;OTROS BLOQUEANTES DE CANALES DEL CALCIO CON EFECTO VASCULAR;OTHER CALCIUM CHANNEL BLOCKERS WITH VASCULAR EFFECT;C;C08;C08C;C08CX
C08CX01;MIBEFRADIL;MIBEFRADIL;C;C08;C08C;C08CX
C08D;BLOQ. CANALES CALCIO SELECTIVOS EFECTO CARDIACO;SELECTIVE CALCIUM CHANNELS BLOCK CARDIAC EFFECT;C;C08;C08D;
C08DA;DERIVADOS DE FENILALQUILAMINA (BLOQUEANTES CALCIO SELECTIV.);PHENYLALKYLAMINE DERIVATIVES (CALCIUM SELECTIVE BLOCKERS);C;C08;C08D;C08DA
C08DA01;VERAPAMILO;VERAPAMIL;C;C08;C08D;C08DA
C08DA51;VERAPAMIL, ASOCIACIONES;VERAPAMIL, ASSOCIATIONS;C;C08;C08D;C08DA
C08DB;DERIVADOS DE BENZOTIAPINA (BLOQUEANTES CALCIO CARDIO-SELECT);Benzothiapine derivatives (calcium blockers cardio-select);C;C08;C08D;C08DB
C08DB01;DILTIAZEM;DILTIAZEM;C;C08;C08D;C08DB
C08G;Bloqueantes de canales de calcio y diureticos;Calcium channel blockers and diuretics;C;C08;C08G;
C08GA;Bloqueantes de canales de calcio y diureticos;Calcium channel blockers and diuretics;C;C08;C08G;C08GA
C08GA02; Amlodipino y diureticos;AMLODIPINE AND DIURETICS;C;C08;C08G;C08GA
C08GANE;Bloqueantes de canales de calcio y diureticos NE;CALCIUM CHANNEL BLOCKERS AND DIURETICS NE;C;C08;C08G;C08GA
C09;ANTIHIPERTENSIVOS ACCION SISTEMA RENINA-ANGIOTENS.;ANTIHYPERTENSIVES ACTION RENIN-ANGIOTENS SYSTEM.;C;C09;;
C09A;INHIBIDORES ENZIMA CONVERTASA ANGIOTENSINA -IECA-;ANGIOTENSIN CONVERTASE ENZYME INHIBITORS -ACEI-;C;C09;C09A;
C09AA;INHIBIDORES ENZIMA CONVERTASA ANGIOTENSINA SOLOS;ANGIOTENSIN CONVERTASE ENZYME INHIBITORS ALONE;C;C09;C09A;C09AA
C09AA01;CAPTOPRIL;CAPTOPRIL;C;C09;C09A;C09AA
C09AA02;ENALAPRIL;ENALAPRIL;C;C09;C09A;C09AA
C09AA03;LISINOPRIL;LISINOPRIL;C;C09;C09A;C09AA
C09AA04;PERINDOPRIL;PERINDOPRIL;C;C09;C09A;C09AA
C09AA05;RAMIPRIL;RAMIPRIL;C;C09;C09A;C09AA
C09AA06;QUINAPRIL;QUINAPRIL;C;C09;C09A;C09AA
C09AA07;BENAZEPRIL;BENAZEPRIL;C;C09;C09A;C09AA
C09AA08;CILAZAPRIL;CILAZAPRIL;C;C09;C09A;C09AA
C09AA09;FOSINOPRIL;FOSINOPRIL;C;C09;C09A;C09AA
C09AA10;TRANDOLAPRIL;TRANDOLAPRIL;C;C09;C09A;C09AA
C09AA11;ESPIRAPRIL;Spiracril;C;C09;C09A;C09AA
C09AA12;DELAPRIL;DELAPRIL;C;C09;C09A;C09AA
C09AA13;MOEXIPRIL;MOEXIPRIL;C;C09;C09A;C09AA
C09AA14;TEMOCAPRIL;TEMOCAPRIL;C;C09;C09A;C09AA
C09AA15;ZOFENOPRIL;ZOFENOPRIL;C;C09;C09A;C09AA
C09AA16;IMIDAPRIL;IMIDAPRIL;C;C09;C09A;C09AA
C09B;INHIBIDORES ENZIMA CONVERTASA ANGIOTENSINA EN ASOC;ANGIOTENSIN CONVERTASE ENZYME INHIBITORS IN ASSOCIATION;C;C09;C09B;
C09BA;INHIB.ENZIMA CONVERTASA ANGIOTENSINA ASOCIADOS A DIURETICOS;ANGIOTENSIN CONVERTER ENZYME INHIBITOR ASSOCIATED WITH DIURETICS;C;C09;C09B;C09BA
C09BA01;CAPTOPRIL+DIURETICOS;Captopril + Diuretics;C;C09;C09B;C09BA
C09BA02;ENALAPRIL+DIURETICOS;ENALAPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA03;LISINOPRIL+DIURETICOS;LISINOPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA04;PERINDOPRIL+DIURETICOS;PERINDOPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA05;RAMIPRIL+DIURETICOS;RAMIPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA06;QUINAPRIL+DIURETICOS;QUINAPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA07;BENAZEPRIL+DIURETICOS;BENAZEPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA08;CILAZAPRIL+DIURETICOS;CILAZAPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA09;FOSINOPRIL+DIURETICOS;FOSINOPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA13;MOEXIPRIL+DIURETICOS;MOEXIPRIL+DIURETICS;C;C09;C09B;C09BA
C09BA15;ZOFENOPRIL+DIURETICOS;ZOFENOPRIL+DIURETICS;C;C09;C09B;C09BA
C09BANE;INHIB.ENZIMA CONVERTASA ANGIOTENSINA ASOCIADOS A DIURETICOS NE;ANGIOTENSIN CONVERTASE ENZYME INHIBITOR ASSOCIATED WITH DIURETICS NE;C;C09;C09B;C09BA
C09BB;INHIB.ENZIM.CONVERT.ANGIOT.ASOC. BLOQUEANTES CANALES CALCIO;INHIBITORS OF ENZYME CONVERSION AND ANGIOTIS ASSOCIATED WITH CALCIUM CHANNEL BLOCKERS;C;C09;C09B;C09BB
C09BB02;ENALAPRIL+LERCANIDIPINO;ENALAPRIL+LERCANIDIPINE;C;C09;C09B;C09BB
C09BB03;LISINOPRIL+AMLODIPINO;LISINOPRIL+AMLODIPINE;C;C09;C09B;C09BB
C09BB04;PERINDOPRIL+AMLODIPINO;PERINDOPRIL+AMLODIPINE;C;C09;C09B;C09BB
C09BB05;RAMIPRIL+FELODIPINO;RAMIPRIL+FELODIPINE;C;C09;C09B;C09BB
C09BB06;ENALAPRIL+NITRENDIPINO;ENALAPRIL+NITRENDIPINE;C;C09;C09B;C09BB
C09BB07;Ramipril y amlodipino;RAMIPRIL AND AMLODIPINE;C;C09;C09B;C09BB
C09BB10;TRANDOLAPRIL+VERAPAMILO;Trandolapril+Verapamil;C;C09;C09B;C09BB
C09BB12;DELAPRIL+MANIDIPINO;DELAPRIL+MANIDIPINO;C;C09;C09B;C09BB
C09BX;Inhibidores de la ECA, otras combinaciones;ACE INHIBITORS, OTHER COMBINATIONS;C;C09;C09B;C09BX
