ATC;Medicamento;Medicamento;Anatomico;Terapeutico;Farmacologico;Quimico
D06BBNE;ANTIVIRALES (QUIMIOTERAPICOS TOPICOS DERMATOLOGIC) NE;ANTIVIRALES (QUIMIOTERAPICOS TOPICOS DERMATOLOGIC) NE;D;D06;D06B;D06BB
D06BX;OTROS QUIMIOTERAPICOS (TOPICOS DERMATOLOGICOS);OTROS QUIMIOTERAPICOS (TOPICOS DERMATOLOGICOS);D;D06;D06B;D06BX
D06BX01;METRONIDAZOL;METRONIDAZOL;D;D06;D06B;D06BX
D06BX02;Ingenol Mebutato;Ingenol Mebutato;D;D06;D06B;D06BX
D06BXNE;OTROS QUIMIOTERAPICOS (TOPICOS DERMATOLOGICOS) NE;OTROS QUIMIOTERAPICOS (TOPICOS DERMATOLOGICOS) NE;D;D06;D06B;D06BX
D07;CORTICOIDES DERMATOLOGICOS;CORTICOIDES DERMATOLOGICOS;D;D07;;
D07A;CORTICOSTEROIDES SOLOS (DERMATOLOGICOS);CORTICOSTEROIDES SOLOS (DERMATOLOGICOS);D;D07;D07A;
D07AA;CORTICOSTEROIDES DEBILES-GRUPO I (DERMATOLOGICOS);CORTICOSTEROIDES DEBILES-GRUPO I (DERMATOLOGICOS);D;D07;D07A;D07AA
D07AA01;METILPREDNISOLONA;METILPREDNISOLONA;D;D07;D07A;D07AA
D07AA02;HIDROCORTISONA;HIDROCORTISONA;D;D07;D07A;D07AA
D07AA03;PREDNISOLONA;PREDNISOLONA;D;D07;D07A;D07AA
D07AB;CORTICOSTEROIDES MODERAD.POTENTES-GRUPO II (DERMATOLOGICOS);CORTICOSTEROIDES MODERAD.POTENTES-GRUPO II (DERMATOLOGICOS);D;D07;D07A;D07AB
D07AB01;CLOBETASONA;CLOBETASONA;D;D07;D07A;D07AB
D07AB02;HIDROCORTISONA BUTIRATO;HIDROCORTISONA BUTIRATO;D;D07;D07A;D07AB
D07AB03;FLUMETASONA;FLUMETASONA;D;D07;D07A;D07AB
D07AB04;FLUOCORTINA;FLUOCORTINA;D;D07;D07A;D07AB
D07AB06;FLUOROMETOLONA;FLUOROMETOLONA;D;D07;D07A;D07AB
D07AB07;FLUPREDNIDENO;FLUPREDNIDENO;D;D07;D07A;D07AB
D07AB08;DESONIDA;DESONIDA;D;D07;D07A;D07AB
D07AB09;TRIAMCINOLONA;TRIAMCINOLONA;D;D07;D07A;D07AB
D07AB10;ALCLOMETASONA;ALCLOMETASONA;D;D07;D07A;D07AB
D07AB11;HIDROCORTISONA BUTEPRATO;HIDROCORTISONA BUTEPRATO;D;D07;D07A;D07AB
D07AB19;DEXAMETASONA;DEXAMETASONA;D;D07;D07A;D07AB
D07AB21;CLOCORTOLONA;CLOCORTOLONA;D;D07;D07A;D07AB
D07AB92;DICLORISONA;DICLORISONA;D;D07;D07A;D07AB
D07AC;CORTICOSTEROIDES POTENTES-GRUPO III (DERMATOLOGICOS);CORTICOSTEROIDES POTENTES-GRUPO III (DERMATOLOGICOS);D;D07;D07A;D07AC
D07AC01;BETAMETASONA;BETAMETASONA;D;D07;D07A;D07AC
D07AC02;FLUCLOROLONA;FLUCLOROLONA;D;D07;D07A;D07AC
D07AC03;DESOXIMETASONA;DESOXIMETASONA;D;D07;D07A;D07AC
D07AC04;FLUOCINOLONA ACETONIDO;FLUOCINOLONA ACETONIDO;D;D07;D07A;D07AC
D07AC05;FLUOCORTOLONA;FLUOCORTOLONA;D;D07;D07A;D07AC
D07AC06;DIFLUCORTOLONA;DIFLUCORTOLONA;D;D07;D07A;D07AC
D07AC07;FLUDROXICORTIDA;FLUDROXICORTIDA;D;D07;D07A;D07AC
D07AC08;FLUOCINONIDA;FLUOCINONIDA;D;D07;D07A;D07AC
D07AC09;BUDESONIDA;BUDESONIDA;D;D07;D07A;D07AC
D07AC10;DIFLORASONA;DIFLORASONA;D;D07;D07A;D07AC
D07AC11;AMCINONIDA;AMCINONIDA;D;D07;D07A;D07AC
D07AC12;HALOMETASONA;HALOMETASONA;D;D07;D07A;D07AC
D07AC13;MOMETASONA;MOMETASONA;D;D07;D07A;D07AC
D07AC14;METILPREDNISOLONA ACEPONATO;METILPREDNISOLONA ACEPONATO;D;D07;D07A;D07AC
D07AC15;BECLOMETASONA;BECLOMETASONA;D;D07;D07A;D07AC
D07AC16;HIDROCORTISONA ACEPONATO;HIDROCORTISONA ACEPONATO;D;D07;D07A;D07AC
D07AC17;FLUTICASONA;FLUTICASONA;D;D07;D07A;D07AC
D07AC18;PREDNICARBATO;PREDNICARBATO;D;D07;D07A;D07AC
D07AC19;DIFLUPREDNATO;DIFLUPREDNATO;D;D07;D07A;D07AC
D07AC21;ULOBETASOL;ULOBETASOL;D;D07;D07A;D07AC
D07AC30;ASOC.CORTICOSTEROIDES MODERAD. POTENTES;ASOC.CORTICOSTEROIDES MODERAD. POTENTES;D;D07;D07A;D07AC
D07AC91;FLUPAMESONA;FLUPAMESONA;D;D07;D07A;D07AC
D07AD;CORTICOSTEROIDES MUY POTENTES-GRUPO IV (DEMATOLOGICOS);CORTICOSTEROIDES MUY POTENTES-GRUPO IV (DEMATOLOGICOS);D;D07;D07A;D07AD
D07AD01;CLOBETASOL;CLOBETASOL;D;D07;D07A;D07AD
D07AD02;HALCINONIDA;HALCINONIDA;D;D07;D07A;D07AD
D07B;CORTICOSTEROIDES ASOCIADOS A ANTISEPTICOS;CORTICOSTEROIDES ASOCIADOS A ANTISEPTICOS;D;D07;D07B;
D07BA;CORTICOSTEROIDES DEBILES+ANTISEPTICO (DERMATOLOGICOS);CORTICOSTEROIDES DEBILES+ANTISEPTICO (DERMATOLOGICOS);D;D07;D07B;D07BA
D07BA04;HIDROCORTISONA+ANTISEPTICOS;HIDROCORTISONA+ANTISEPTICOS;D;D07;D07B;D07BA
D07BC;CORTICOSTEROIDES POTENTES+ANTISEPTICO (DERMATOLOGICOS);CORTICOSTEROIDES POTENTES+ANTISEPTICO (DERMATOLOGICOS);D;D07;D07B;D07BC
D07BC02;FLUOCINOLONA ACETONIDO+ANTISEPTICOS;FLUOCINOLONA ACETONIDO+ANTISEPTICOS;D;D07;D07B;D07BC
D07BC04;DIFLUCORTOLONA ASOCIADA A ANTISEPTICO;DIFLUCORTOLONA ASOCIADA A ANTISEPTICO;D;D07;D07B;D07BC
D07BC91;BECLOMETASONA+ANTISEPTICOS;BECLOMETASONA+ANTISEPTICOS;D;D07;D07B;D07BC
D07BC92;HALOMETASONA+ANTISEPTICOS;HALOMETASONA+ANTISEPTICOS;D;D07;D07B;D07BC
D07C;CORTICOSTEROIDES ASOC. A ANTIBIOTICOS (DERMATOLOG);CORTICOSTEROIDES ASOC. A ANTIBIOTICOS (DERMATOLOG);D;D07;D07C;
D07CA;CORTICOSTEROIDES DEBILES-GI+ANTIBIOTICOS (DERMATOLOGICOS.);CORTICOSTEROIDES DEBILES-GI+ANTIBIOTICOS (DERMATOLOGICOS.);D;D07;D07C;D07CA
D07CA01;HIDROCORTISONA+ANTIBIOTICOS;HIDROCORTISONA+ANTIBIOTICOS;D;D07;D07C;D07CA
D07CA02;METILPREDNISOLONA+ANTIBIOTICOS;METILPREDNISOLONA+ANTIBIOTICOS;D;D07;D07C;D07CA
D07CA03;PREDNISOLONA+ANTIBIOTICOS;PREDNISOLONA+ANTIBIOTICOS;D;D07;D07C;D07CA
D07CB;CORTICOST.MODER.POTENTES-GII+ANTIBIOTICOS (DERMATOLOGICOS);CORTICOST.MODER.POTENTES-GII+ANTIBIOTICOS (DERMATOLOGICOS);D;D07;D07C;D07CB
D07CB01;TRIAMCINOLONA+ANTIBIOTICOS;TRIAMCINOLONA+ANTIBIOTICOS;D;D07;D07C;D07CB
D07CB02;FLUPREDNIDENO+ANTIBIOTICOS;FLUPREDNIDENO+ANTIBIOTICOS;D;D07;D07C;D07CB
D07CB03;FLUOROMETOLONA+ANTIBIOTICOS;FLUOROMETOLONA+ANTIBIOTICOS;D;D07;D07C;D07CB
D07CB04;DEXAMETASONA+ANTIBIOTICOS;DEXAMETASONA+ANTIBIOTICOS;D;D07;D07C;D07CB
D07CC;CORTICOST.POTENTES GIII+ANTIBIOTICOS (DERMATOLOGICOS);CORTICOST.POTENTES GIII+ANTIBIOTICOS (DERMATOLOGICOS);D;D07;D07C;D07CC
D07CC01;BETAMETASONA+ANTIBIOTICOS;BETAMETASONA+ANTIBIOTICOS;D;D07;D07C;D07CC
D07CC02;FLUOCINOLONA ACETONIDO+ANTIBIOTICOS;FLUOCINOLONA ACETONIDO+ANTIBIOTICOS;D;D07;D07C;D07CC
D07CC04;BECLOMETASONA+ANTIBIOTICOS;BECLOMETASONA+ANTIBIOTICOS;D;D07;D07C;D07CC
D07CC05;FLUOCINONIDA+ANTIBIOTICOS;FLUOCINONIDA+ANTIBIOTICOS;D;D07;D07C;D07CC
D07CC06;FLUOCORTOLONA+ANTIBIOTICOS;FLUOCORTOLONA+ANTIBIOTICOS;D;D07;D07C;D07CC
D07CC91;FLUDROCORTISONA+ANTIBIOTICOS;FLUDROCORTISONA+ANTIBIOTICOS;D;D07;D07C;D07CC
D07CC92;FLUPAMESONA ASOCIADA A ANTIBIOTICOS;FLUPAMESONA ASOCIADA A ANTIBIOTICOS;D;D07;D07C;D07CC
D07CD;CORTICOST.MUY POTENTES GIV+ANTIBIOTICOS (DERMATOL);CORTICOST.MUY POTENTES GIV+ANTIBIOTICOS (DERMATOL);D;D07;D07C;D07CD
D07CD01;CLOBETASOL+ANTIBIOTICOS;CLOBETASOL+ANTIBIOTICOS;D;D07;D07C;D07CD
D07N;CORTICOIDES DERMATOLOGICOS NE;CORTICOIDES DERMATOLOGICOS NE;D;D07;D07N;
D07NN;CORTICOIDES DERMATOLOGICOS NE NE;CORTICOIDES DERMATOLOGICOS NE NE;D;D07;D07N;D07NN
D07NNNE;CORTICOIDES DERMATOLOGICOS NE NE NE;CORTICOIDES DERMATOLOGICOS NE NE NE;D;D07;D07N;D07NN
D07X;CORTICOSTEROIDES ASOC. A OTRAS SUSTANCIAS (DERMAT);CORTICOSTEROIDES ASOC. A OTRAS SUSTANCIAS (DERMAT);D;D07;D07X;
D07XA;CORTICOSTEROIDES DEBILES+OTRAS SUSTANCIAS (DERMATOLOGICOS);CORTICOSTEROIDES DEBILES+OTRAS SUSTANCIAS (DERMATOLOGICOS);D;D07;D07X;D07XA
D07XA01;HIDROCORTISONA OTRAS ASOCIACIONES;HIDROCORTISONA OTRAS ASOCIACIONES;D;D07;D07X;D07XA
D07XA02;PREDNISOLONA OTRAS ASOCIACIONES;PREDNISOLONA OTRAS ASOCIACIONES;D;D07;D07X;D07XA
D07XB;CORTICOSTEROIDES MODER.POTENTES+OTRAS SUST.(DERMATOLOGICOS);CORTICOSTEROIDES MODER.POTENTES+OTRAS SUST.(DERMATOLOGICOS);D;D07;D07X;D07XB
D07XB01;FLUMETASONA OTRAS ASOCIACIONES;FLUMETASONA OTRAS ASOCIACIONES;D;D07;D07X;D07XB
D07XB02;TRIAMCINOLONA OTRAS ASOCIACIONES;TRIAMCINOLONA OTRAS ASOCIACIONES;D;D07;D07X;D07XB
D07XB04;FLUOROMETOLONA OTRAS ASOCIACIONES;FLUOROMETOLONA OTRAS ASOCIACIONES;D;D07;D07X;D07XB
D07XB05;DEXAMETASONA OTRAS ASOCIACIONES;DEXAMETASONA OTRAS ASOCIACIONES;D;D07;D07X;D07XB
D07XC;CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMATOLOGICOS);CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMATOLOGICOS);D;D07;D07X;D07XC
D07XC01;BETAMETASONA OTRAS ASOCIACIONES;BETAMETASONA OTRAS ASOCIACIONES;D;D07;D07X;D07XC
D07XC03;MOMETASONA OTRAS ASOCIACIONES;MOMETASONA OTRAS ASOCIACIONES;D;D07;D07X;D07XC
D07XC91;FLUOCINOLONA ACETONIDO EN OTRAS ASOCIACIONES;FLUOCINOLONA ACETONIDO EN OTRAS ASOCIACIONES;D;D07;D07X;D07XC
D07XC93;FLUPAMESONA EN OTRAS ASOCIACIONES;FLUPAMESONA EN OTRAS ASOCIACIONES;D;D07;D07X;D07XC
D07XCNE;CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMATOLOGICOS) NE;CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMATOLOGICOS) NE;D;D07;D07X;D07XC
D08;ANTISEPTICOS Y DESINFECTANTES;ANTISEPTICOS Y DESINFECTANTES;D;D08;;
D08A;ANTISEPTICOS Y DESINFECTANTES;ANTISEPTICOS Y DESINFECTANTES;D;D08;D08A;
D08AB;COMPUESTOS DE ALUMINIO;COMPUESTOS DE ALUMINIO;D;D08;D08A;D08AB
D08AB91;AGUA DE BUROW;AGUA DE BUROW;D;D08;D08A;D08AB
D08AC;BIGUANIDAS Y AMIDINAS (ANTISEPTICOS Y DESINFECTANTES);BIGUANIDAS Y AMIDINAS (ANTISEPTICOS Y DESINFECTANTES);D;D08;D08A;D08AC
D08AC02;CLORHEXIDINA;CLORHEXIDINA;D;D08;D08A;D08AC
D08AC04;HEXAMIDINA;HEXAMIDINA;D;D08;D08A;D08AC
D08AC52;CLORHEXIDINA EN ASOCIACION;CLORHEXIDINA EN ASOCIACION;D;D08;D08A;D08AC
D08AD;PRODUCTOS CON ACIDO BORICO (ANTISEPTICOS/DESINFECT.TOPICOS);PRODUCTOS CON ACIDO BORICO (ANTISEPTICOS/DESINFECT.TOPICOS);D;D08;D08A;D08AD
D08AD91;PREPARADOS CON ACIDO BORICO;PREPARADOS CON ACIDO BORICO;D;D08;D08A;D08AD
D08AD92;ALCOHOL BORICADO;ALCOHOL BORICADO;D;D08;D08A;D08AD
D08AE;FENOL Y DERIVADOS (ANTISEPTICOS/DESINFECTANTES DERMATOLOGIC);FENOL Y DERIVADOS (ANTISEPTICOS/DESINFECTANTES DERMATOLOGIC);D;D08;D08A;D08AE
D08AE03;FENOL;FENOL;D;D08;D08A;D08AE
D08AE54;TRICLOSAN EN ASOCIACION;TRICLOSAN EN ASOCIACION;D;D08;D08A;D08AE
D08AF;DERIVADOS DEL NITROFURANO;DERIVADOS DEL NITROFURANO;D;D08;D08A;D08AF
D08AF01;NITROFURAL;NITROFURAL;D;D08;D08A;D08AF
D08AG;PRODUCTOS IODADOS;PRODUCTOS IODADOS;D;D08;D08A;D08AG
D08AG02;POVIDONA IODADA;POVIDONA IODADA;D;D08;D08A;D08AG
D08AG03;IODO;IODO;D;D08;D08A;D08AG
D08AG91;LUGOL;LUGOL;D;D08;D08A;D08AG
D08AG92;ALCOHOL IODADO;ALCOHOL IODADO;D;D08;D08A;D08AG
D08AGNE;PRODUCTOS IODADOS NE;PRODUCTOS IODADOS NE;D;D08;D08A;D08AG
D08AJ;COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPTICOS/DESINFECTANT);COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPTICOS/DESINFECTANT);D;D08;D08A;D08AJ
D08AJ01;BENZALCONIO CLORURO;BENZALCONIO CLORURO;D;D08;D08A;D08AJ
D08AJ02;CETRIMONIO;CETRIMONIO;D;D08;D08A;D08AJ
D08AJ03;Cetilpiridinio, cloruro de;Cetilpiridinio, cloruro de;D;D08;D08A;D08AJ
D08AJ04;CETRIMIDA;CETRIMIDA;D;D08;D08A;D08AJ
D08AJ08;BENZETONIO CLORURO;BENZETONIO CLORURO;D;D08;D08A;D08AJ
D08AJ57;OCTENIDINA EN ASOCIACION;OCTENIDINA EN ASOCIACION;D;D08;D08A;D08AJ
D08AJ91;CETILPIRIDINIO+ALCOHOL;CETILPIRIDINIO+ALCOHOL;D;D08;D08A;D08AJ
D08AJNE;COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPTICOS/DESINFECTANT) NE;COMPUESTOS DE AMONIO CUATERNARIO (ANTISEPTICOS/DESINFECTANT) NE;D;D08;D08A;D08AJ
D08AK;PRODUCTOS MERCURIALES (ANTISEPTICOS/DESINFECTANTES TOPICOS);PRODUCTOS MERCURIALES (ANTISEPTICOS/DESINFECTANTES TOPICOS);D;D08;D08A;D08AK
D08AK04;MERCUROCROMO;MERCUROCROMO;D;D08;D08A;D08AK
D08AK06;TIOMERSAL;TIOMERSAL;D;D08;D08A;D08AK
D08AK91;MERCUROBUTOL;MERCUROBUTOL;D;D08;D08A;D08AK
D08AKNE;PRODUCTOS MERCURIALES (ANTISEPTICOS/DESINFECTANTES TOPICOS) NE;PRODUCTOS MERCURIALES (ANTISEPTICOS/DESINFECTANTES TOPICOS) NE;D;D08;D08A;D08AK
D08AL;COMPUESTOS DE PLATA (ANTISEPTICOS/DESINFECTANTES TOPICOS);COMPUESTOS DE PLATA (ANTISEPTICOS/DESINFECTANTES TOPICOS);D;D08;D08A;D08AL
D08AL01;PLATA NITRATO;PLATA NITRATO;D;D08;D08A;D08AL
D08AX;OTROS ANTISEPTICOS Y DESINFECTANTES;OTROS ANTISEPTICOS Y DESINFECTANTES;D;D08;D08A;D08AX
D08AX01;AGUA OXIGENADA (PEROXIDO HIDROGENO);AGUA OXIGENADA (PEROXIDO HIDROGENO);D;D08;D08A;D08AX
D08AX02;EOSINA;EOSINA;D;D08;D08A;D08AX
D08AX04;TOSILCLORAMIDA SODICA;TOSILCLORAMIDA SODICA;D;D08;D08A;D08AX
D08AX06;PERMANGANATO POTASICO;PERMANGANATO POTASICO;D;D08;D08A;D08AX
D08AX08;ALCOHOL (ETANOL);ALCOHOL (ETANOL);D;D08;D08A;D08AX
D08AXNE;OTROS ANTISEPTICOS Y DESINFECTANTES NE;OTROS ANTISEPTICOS Y DESINFECTANTES NE;D;D08;D08A;D08AX
D09;APOSITOS MEDICAMENTOSOS;APOSITOS MEDICAMENTOSOS;D;D09;;
D09A;APOSITOS MEDICAMENTOSOS;APOSITOS MEDICAMENTOSOS;D;D09;D09A;
D09AA;APOSITOS MEDICAMENTOSOS CON ANTIINFECCIOSOS;APOSITOS MEDICAMENTOSOS CON ANTIINFECCIOSOS;D;D09;D09A;D09AA
D09AA09;POVIDONA IODADA EN TUL;POVIDONA IODADA EN TUL;D;D09;D09A;D09AA
D09AA13;IODOFORMO;IODOFORMO;D;D09;D09A;D09AA
D09AA61;BENZALCONIO EN ASOCIACION EN APOSITO;BENZALCONIO EN ASOCIACION EN APOSITO;D;D09;D09A;D09AA
D09AA91;APOSITO CON ANTIBIOTICOS EN ASOCACION;APOSITO CON ANTIBIOTICOS EN ASOCACION;D;D09;D09A;D09AA
D09AN;APOSITOS MEDICAMENTOSOS NE;APOSITOS MEDICAMENTOSOS NE;D;D09;D09A;D09AN
D09ANNE;APOSITOS MEDICAMENTOSOS NE NE;APOSITOS MEDICAMENTOSOS NE NE;D;D09;D09A;D09AN
D09AX;APOSITOS BLANDOS DE PARAFINA;APOSITOS BLANDOS DE PARAFINA;D;D09;D09A;D09AX
D09AX91;TUL CON BALSAMO DEL PERU EN ASOCIACION;TUL CON BALSAMO DEL PERU EN ASOCIACION;D;D09;D09A;D09AX
D09AZ;OTROS APOSITOS MEDICAMENTOSOS;OTROS APOSITOS MEDICAMENTOSOS;D;D09;D09A;D09AZ
D09AZ91;APOSITO ESTERIL DE CARBON ACTIVO;APOSITO ESTERIL DE CARBON ACTIVO;D;D09;D09A;D09AZ
D09AZ92;APOSITO ESTERIL DE POLIURETANO;APOSITO ESTERIL DE POLIURETANO;D;D09;D09A;D09AZ
D09AZ93;APOSITO ESTERIL DE COLAGENO;APOSITO ESTERIL DE COLAGENO;D;D09;D09A;D09AZ
D09AZ99;OTROS APOSITOS;OTROS APOSITOS;D;D09;D09A;D09AZ
D10;PREPARADOS ANTI-ACNE;PREPARADOS ANTI-ACNE;D;D10;;
D10A;PREPARADOS ANTI-ACNE DE USO TOPICO;PREPARADOS ANTI-ACNE DE USO TOPICO;D;D10;D10A;
D10AA;CORTICOIDES PARA TRATAMIENTO DEL ACNE;CORTICOIDES PARA TRATAMIENTO DEL ACNE;D;D10;D10A;D10AA
D10AA01;FLUOROMETOLONA;FLUOROMETOLONA;D;D10;D10A;D10AA
D10AA02;METILPREDNISOLONA;METILPREDNISOLONA;D;D10;D10A;D10AA
D10AA03;DEXAMETASONA;DEXAMETASONA;D;D10;D10A;D10AA
D10AA52;METILPREDNISOLONA EN ASOCIACION;METILPREDNISOLONA EN ASOCIACION;D;D10;D10A;D10AA
D10AB;PREPARADOS CON AZUFRE (ANTI-ACNE);PREPARADOS CON AZUFRE (ANTI-ACNE);D;D10;D10A;D10AB
D10AB01;BITIONOL;BITIONOL;D;D10;D10A;D10AB
D10AB02;AZUFRE;AZUFRE;D;D10;D10A;D10AB
D10AB03;TIOXOLONA;TIOXOLONA;D;D10;D10A;D10AB
D10AB05;MESULFENO;MESULFENO;D;D10;D10A;D10AB
D10AB52;AZUFRE EN ASOCIACION;AZUFRE EN ASOCIACION;D;D10;D10A;D10AB
D10AD;RETINOIDES ANTI-ACNE DE USO TOPICO;RETINOIDES ANTI-ACNE DE USO TOPICO;D;D10;D10A;D10AD
D10AD01;TRETINOINA;TRETINOINA;D;D10;D10A;D10AD
D10AD02;RETINOL;RETINOL;D;D10;D10A;D10AD
D10AD03;ADALAPENO;ADALAPENO;D;D10;D10A;D10AD
D10AD04;ISOTRETINOINA;ISOTRETINOINA;D;D10;D10A;D10AD
D10AD05;MOTRETINIDA;MOTRETINIDA;D;D10;D10A;D10AD
D10AD06;Trifaroteno;Trifaroteno;D;D10;D10A;D10AD
D10AD51;TRETINOINA EN ASOCIACION;TRETINOINA EN ASOCIACION;D;D10;D10A;D10AD
D10AD53;ADAPALENO EN ASOCIACION;ADAPALENO EN ASOCIACION;D;D10;D10A;D10AD
D10AD54;ISOTRETINOINA EN ASOCIACION;ISOTRETINOINA EN ASOCIACION;D;D10;D10A;D10AD
D10ADNE;RETINOIDES ANTI-ACNE DE USO TOPICO NE;RETINOIDES ANTI-ACNE DE USO TOPICO NE;D;D10;D10A;D10AD
D10AE;PEROXIDOS (ANTI-ACNE);PEROXIDOS (ANTI-ACNE);D;D10;D10A;D10AE
D10AE01;BENZOILO PEROXIDO;BENZOILO PEROXIDO;D;D10;D10A;D10AE
D10AF;ANTIINFECCIOSOS PARA TRATAMIENTO DEL ACNE;ANTIINFECCIOSOS PARA TRATAMIENTO DEL ACNE;D;D10;D10A;D10AF
D10AF01;CLINDAMICINA;CLINDAMICINA;D;D10;D10A;D10AF
D10AF02;ERITROMICINA;ERITROMICINA;D;D10;D10A;D10AF
D10AF03;CLORAMFENICOL;CLORAMFENICOL;D;D10;D10A;D10AF
D10AF04;MECLOCICLINA;MECLOCICLINA;D;D10;D10A;D10AF
D10AF05;Nadifloxacino;Nadifloxacino;D;D10;D10A;D10AF
D10AF51;CLINDAMICINA EN ASOCIACION;CLINDAMICINA EN ASOCIACION;D;D10;D10A;D10AF
D10AF52;ERITROMICINA EN ASOCIACION;ERITROMICINA EN ASOCIACION;D;D10;D10A;D10AF
D10AF91;NADIFLOXACINA;NADIFLOXACINA;D;D10;D10A;D10AF
D10AFNE;ANTIINFECCIOSOS PARA TRATAMIENTO DEL ACNE NE;ANTIINFECCIOSOS PARA TRATAMIENTO DEL ACNE NE;D;D10;D10A;D10AF
D10AX;OTROS PRODUCTOS ANTI-ACNE PARA USO TOPICO;OTROS PRODUCTOS ANTI-ACNE PARA USO TOPICO;D;D10;D10A;D10AX
D10AX02;RESORCINOL;RESORCINOL;D;D10;D10A;D10AX
D10AX03;AZELAICO ACIDO;AZELAICO ACIDO;D;D10;D10A;D10AX
D10AX05;DAPSONA;DAPSONA;D;D10;D10A;D10AX
D10AX30;ANTIACNEICOS EN ASOCIACION;ANTIACNEICOS EN ASOCIACION;D;D10;D10A;D10AX
D10B;PREPARADOS ANTI-ACNE PARA USO SISTEMICO;PREPARADOS ANTI-ACNE PARA USO SISTEMICO;D;D10;D10B;
D10BA;RETINOIDES DE USO SISTEMICO (ANTI-ACNE);RETINOIDES DE USO SISTEMICO (ANTI-ACNE);D;D10;D10B;D10BA
D10BA01;ISOTRETINOINA;ISOTRETINOINA;D;D10;D10B;D10BA
D10BX;OTROS PREPARADOS ANTI-ACNE SISTEMICOS;OTROS PREPARADOS ANTI-ACNE SISTEMICOS;D;D10;D10B;D10BX
D10BX01;ICTASOL;ICTASOL;D;D10;D10B;D10BX
D10BXNE;OTROS PREPARADOS ANTI-ACNE SISTEMICOS NE;OTROS PREPARADOS ANTI-ACNE SISTEMICOS NE;D;D10;D10B;D10BX
D11;OTROS PREPARADOS DERMATOLOGICOS;OTROS PREPARADOS DERMATOLOGICOS;D;D11;;
D11A;OTROS PREPARADOS DERMATOLOGICOS;OTROS PREPARADOS DERMATOLOGICOS;D;D11;D11A;
D11AC;CHAMPUS MEDICINALES;CHAMPUS MEDICINALES;D;D11;D11A;D11AC
D11AC01;CETRIMIDA;CETRIMIDA;D;D11;D11A;D11AC
D11AC02;COMPUESTOS DE CADMIO;COMPUESTOS DE CADMIO;D;D11;D11A;D11AC
D11AC03;COMPUESTOS DE SELENIO;COMPUESTOS DE SELENIO;D;D11;D11A;D11AC
D11AC06;POVIDONA IODADA;POVIDONA IODADA;D;D11;D11A;D11AC
D11AC08;CHAMPUS CON AZUFRE;CHAMPUS CON AZUFRE;D;D11;D11A;D11AC
D11AC30;OTROS CHAMPUS MEDICINALES;OTROS CHAMPUS MEDICINALES;D;D11;D11A;D11AC
D11AF;PREPARADOS ANTIVERRUGAS Y CALLICIDAS;PREPARADOS ANTIVERRUGAS Y CALLICIDAS;D;D11;D11A;D11AF
D11AF91;ACIDO SALICILICO EN ASOCIACION;ACIDO SALICILICO EN ASOCIACION;D;D11;D11A;D11AF
D11AF92;CLORURO FERRICO;CLORURO FERRICO;D;D11;D11A;D11AF
D11AF93;CANTARIDINA EN ASOCIACION;CANTARIDINA EN ASOCIACION;D;D11;D11A;D11AF
D11AFNE;PREPARADOS ANTIVERRUGAS Y CALLICIDAS NE;PREPARADOS ANTIVERRUGAS Y CALLICIDAS NE;D;D11;D11A;D11AF
D11AH;PREPARADOS PARA DERMATITIS ATOPICA, EXCL. CORTICOSTEROIDES;PREPARADOS PARA DERMATITIS ATOPICA, EXCL. CORTICOSTEROIDES;D;D11;D11A;D11AH
D11AH01;TACROLIMUS;TACROLIMUS;D;D11;D11A;D11AH
D11AH02;PIMECROLIMUS;PIMECROLIMUS;D;D11;D11A;D11AH
D11AH03;CROMOGLICICO ACIDO;CROMOGLICICO ACIDO;D;D11;D11A;D11AH
D11AH04;Alitretinoina;Alitretinoina;D;D11;D11A;D11AH
D11AH05;Dupilumab;Dupilumab;D;D11;D11A;D11AH
D11AX;OTROS DERMATOLOGICOS;OTROS DERMATOLOGICOS;D;D11;D11A;D11AX
D11AX01;MINOXIDIL;MINOXIDIL;D;D11;D11A;D11AX
D11AX06;MEQUINOL;MEQUINOL;D;D11;D11A;D11AX
D11AX10;FINASTERIDA;FINASTERIDA;D;D11;D11A;D11AX
D11AX11;HIDROQUINONA;HIDROQUINONA;D;D11;D11A;D11AX
D11AX12;ZINC PIRITIONATO;ZINC PIRITIONATO;D;D11;D11A;D11AX
D11AX14;TACROLIMUS;TACROLIMUS;D;D11;D11A;D11AX
D11AX15;PIMECROLIMUS;PIMECROLIMUS;D;D11;D11A;D11AX
D11AX16;EFLORNITINA;EFLORNITINA;D;D11;D11A;D11AX
D11AX17;CROMOGLICICO ACIDO;CROMOGLICICO ACIDO;D;D11;D11A;D11AX
D11AX18;DICLOFENACO;DICLOFENACO;D;D11;D11A;D11AX
D11AX19;ALITRETOINA;ALITRETOINA;D;D11;D11A;D11AX
D11AX21;Brimonidina;Brimonidina;D;D11;D11A;D11AX
D11AX22;Ivermectina;Ivermectina;D;D11;D11A;D11AX
