Disease_ID;Disease;Entity1_type;Gene_ID;Gene;Entity2_type;LADME
PA445451;PSORIASIS;DISEASE;PA134902492;PGLYRP4;GENE;PD
PA445451;PSORIASIS;DISEASE;PA134911396;FBXL19;GENE;PD
PA445451;PSORIASIS;DISEASE;PA134924906;LY96;GENE;PD
PA445451;PSORIASIS;DISEASE;PA134935109;IL23R;GENE;PD
PA445451;PSORIASIS;DISEASE;PA134972842;TIRAP;GENE;PD
PA445451;PSORIASIS;DISEASE;PA165394953;ZNF816;GENE;PD
PA445451;PSORIASIS;DISEASE;PA198;IL6;GENE;PD
PA445451;PSORIASIS;DISEASE;PA201094;FOXP3;GENE;PD
PA445451;PSORIASIS;DISEASE;PA244;ABCC1;GENE;PD
PA445451;PSORIASIS;DISEASE;PA248;NFKB1;GENE;
PA445451;PSORIASIS;DISEASE;PA26035;CALM1;GENE;PD
PA445451;PSORIASIS;DISEASE;PA26242;CD84;GENE;PD
PA445451;PSORIASIS;DISEASE;PA27006;CTLA4;GENE;PD
PA445451;PSORIASIS;DISEASE;PA27009;CTNNA2;GENE;PD
PA445451;PSORIASIS;DISEASE;PA28063;FCGR2A;GENE;PD
PA445451;PSORIASIS;DISEASE;PA28065;FCGR3A;GENE;PD
PA445451;PSORIASIS;DISEASE;PA29028;GSTP1;GENE;PD
PA445451;PSORIASIS;DISEASE;PA29785;IL12B;GENE;PD
PA445451;PSORIASIS;DISEASE;PA29801;IL17RA;GENE;PD
PA445451;PSORIASIS;DISEASE;PA29808;IL1B;GENE;PD
PA445451;PSORIASIS;DISEASE;PA30592;MAP3K1;GENE;PD
PA445451;PSORIASIS;DISEASE;PA35057;HLA-C;GENE;PD
PA445451;PSORIASIS;DISEASE;PA35733;SH3BP2;GENE;PD
PA445451;PSORIASIS;DISEASE;PA359;TYMS;GENE;PD
PA445451;PSORIASIS;DISEASE;PA36550;TLR2;GENE;PD
PA445451;PSORIASIS;DISEASE;PA36553;TLR5;GENE;PD
PA445451;PSORIASIS;DISEASE;PA36593;TNFAIP3;GENE;PD
PA445451;PSORIASIS;DISEASE;PA37301;VDR;GENE;
PA445451;PSORIASIS;DISEASE;PA37991;SLC12A8;GENE;PD
PA445451;PSORIASIS;DISEASE;PA38010;TLR9;GENE;PD
PA445451;PSORIASIS;DISEASE;PA390;ABCG2;GENE;PD
PA445451;PSORIASIS;DISEASE;PA435;TNF;GENE;PD
PA166048814;HYPERURICEMIA;DISEASE;PA28469;G6PD;GENE;
PA166048814;HYPERURICEMIA;DISEASE;PA35056;HLA-B;GENE;
PA443286;ADRENAL HYPERPLASIA, CONGENITAL;DISEASE;PA122;CYP3A7;GENE;
PA443228;ABORTION, HABITUAL;DISEASE;PA245;MTHFR;GENE;
PA166163563;HIGH ON-TREATMENT PLATELET REACTIVITY;DISEASE;PA124;CYP2C19;GENE;
PA445992;URINARY TRACT INFECTIONS;DISEASE;PA131;CYP3A5;GENE;
PA134850491;TRANSPLANTATION;DISEASE;PA123;CYP2B6;GENE;PD
PA134850491;TRANSPLANTATION;DISEASE;PA130;CYP3A4;GENE;
PA134850491;TRANSPLANTATION;DISEASE;PA131;CYP3A5;GENE;
PA134850491;TRANSPLANTATION;DISEASE;PA142672073;CRTC2;GENE;PD
PA134850491;TRANSPLANTATION;DISEASE;PA267;ABCB1;GENE;PD
PA134850491;TRANSPLANTATION;DISEASE;PA29016;GSTA1;GENE;
PA134850491;TRANSPLANTATION;DISEASE;PA29778;IL10;GENE;
PA134850491;TRANSPLANTATION;DISEASE;PA29802;IL18;GENE;
PA134850491;TRANSPLANTATION;DISEASE;PA33532;POR;GENE;
PA134850491;TRANSPLANTATION;DISEASE;PA356;TPMT;GENE;PD
PA443355;ANEMIA, SICKLE CELL;DISEASE;PA128;CYP2D6;GENE;
PA443355;ANEMIA, SICKLE CELL;DISEASE;PA361;UGT2B7;GENE;
PA446761;ARTHRALGIA;DISEASE;PA267;ABCB1;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA125;CYP2C8;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA134871908;TBC1D32;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA162395821;MEX3C;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA164718184;CSRNP3;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA165585763;LINC00251;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA24446;ACP1;GENE;
PA445187;OSTEONECROSIS;DISEASE;PA24693;ALDH1A2;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA25384;BMP7;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA25724;DOK5;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA261;SERPINE1;GENE;
PA445187;OSTEONECROSIS;DISEASE;PA28075;FDPS;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA34276;RBMS3;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA35695;SFRP5;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA38726;KCNT2;GENE;PD
PA445187;OSTEONECROSIS;DISEASE;PA397;ABCC4;GENE;PD
PA445689;SLEEP DISORDERS;DISEASE;PA31945;OPRM1;GENE;PD
PA444617;INFERTILITY DISORDER;DISEASE;PA28386;FSHR;GENE;PD
PA443523;BLOOD COAGULATION DISORDERS;DISEASE;PA126;CYP2C9;GENE;
PA444840;LYMPHOMA;DISEASE;PA116;ABCC2;GENE;PD
PA444840;LYMPHOMA;DISEASE;PA124;CYP2C19;GENE;
PA444840;LYMPHOMA;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA444840;LYMPHOMA;DISEASE;PA245;MTHFR;GENE;PD
PA444840;LYMPHOMA;DISEASE;PA267;ABCB1;GENE;PD
PA444840;LYMPHOMA;DISEASE;PA31277;MTRR;GENE;PD
PA444840;LYMPHOMA;DISEASE;PA420;UGT1A1;GENE;PD
PA444840;LYMPHOMA;DISEASE;PA75;CCND1;GENE;PD
PA444840;LYMPHOMA;DISEASE;PA98;CDA;GENE;PD
PA443557;BRAIN NEOPLASMS;DISEASE;PA128;CYP2D6;GENE;
PA443557;BRAIN NEOPLASMS;DISEASE;PA24500;ACYP2;GENE;PD
PA443557;BRAIN NEOPLASMS;DISEASE;PA390;ABCG2;GENE;
PA443367;FABRY DISEASE;DISEASE;PA162391316;HNRNPH2;GENE;PD
PA443367;FABRY DISEASE;DISEASE;PA28707;GLA;GENE;PD
PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;PA123;CYP2B6;GENE;
PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;PA128;CYP2D6;GENE;
PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;PA131;CYP3A5;GENE;
PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;PA24962;ARHGAP9;GENE;
PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;PA28720;GLI1;GENE;
PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;PA420;UGT1A1;GENE;
PA446847;ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA;DISEASE;PA134871907;TMEM43;GENE;
PA446847;ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA;DISEASE;PA27489;DSC2;GENE;
PA446847;ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA;DISEASE;PA27502;DSG2;GENE;
PA446847;ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA;DISEASE;PA27505;DSP;GENE;
PA446847;ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA;DISEASE;PA33357;PKP2;GENE;
PA445254;PARKINSON DISEASE;DISEASE;PA117;COMT;GENE;PD
PA445254;PARKINSON DISEASE;DISEASE;PA134972608;HOMER1;GENE;PD
PA445254;PARKINSON DISEASE;DISEASE;PA27478;DRD2;GENE;PD
PA445254;PARKINSON DISEASE;DISEASE;PA27479;DRD3;GENE;PD
PA445254;PARKINSON DISEASE;DISEASE;PA311;SLC6A3;GENE;PD
PA445254;PARKINSON DISEASE;DISEASE;PA329;SLC22A1;GENE;PD
PA445254;PARKINSON DISEASE;DISEASE;PA32941;PARK10;GENE;
PA444368;HEART DISEASES;DISEASE;PA126;CYP2C9;GENE;
PA444368;HEART DISEASES;DISEASE;PA128;CYP2D6;GENE;
PA444368;HEART DISEASES;DISEASE;PA133787052;VKORC1;GENE;
PA444368;HEART DISEASES;DISEASE;PA180;GRK5;GENE;PD
PA166176306;COGNITIVE DISORDER;DISEASE;PA25294;BCHE;GENE;PD
PA446615;RHABDOMYOSARCOMA, ALVEOLAR;DISEASE;PA420;UGT1A1;GENE;
PA166179129;EXACERBATION OF ASTHMA;DISEASE;PA183;GSTT1;GENE;
PA445190;OSTEOPOROSIS;DISEASE;PA28075;FDPS;GENE;PD
PA445190;OSTEOPOROSIS;DISEASE;PA35041;COL1A1;GENE;
PA445190;OSTEOPOROSIS;DISEASE;PA37301;VDR;GENE;PD
PA445190;OSTEOPOROSIS;DISEASE;PA420;UGT1A1;GENE;
PA445174;OSTEOARTHRITIS;DISEASE;PA128;CYP2D6;GENE;
PA445174;OSTEOARTHRITIS;DISEASE;PA142670612;VWA1;GENE;
PA443658;CENTRAL NERVOUS SYSTEM INFECTIOUS DISORDER;DISEASE;PA116;ABCC2;GENE;
PA443658;CENTRAL NERVOUS SYSTEM INFECTIOUS DISORDER;DISEASE;PA390;ABCG2;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA125;CYP2C8;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA129;CYP2E1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA130;CYP3A4;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA131;CYP3A5;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA142671588;KLC3;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA142672156;POLR1G;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA155;ERCC1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA18;NAT2;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA182;GSTM1;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA245;MTHFR;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA24572;ADH1C;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA25302;BCL2;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA254;NOS3;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA25411;BRCA1;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA267;ABCB1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA27821;EPHA5;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA27829;EPHX1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA27848;ERCC2;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA27851;ERCC5;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA28202;FNTB;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA28237;FOXO1;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA29014;GSR;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA29016;GSTA1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA29024;GSTM3;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA29028;GSTP1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA30374;LIG3;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA31328;MUTYH;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA31945;OPRM1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA34180;RAD52;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA34195;PPP1R13L;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA35000;SCN10A;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA35056;HLA-B;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA356;TPMT;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA36027;SOX10;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA369;XRCC1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA372;MAD1L1;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA37302;VEGFA;GENE;PD
PA445204;OVARIAN NEOPLASMS;DISEASE;PA378;NR1I2;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA420;UGT1A1;GENE;
PA445204;OVARIAN NEOPLASMS;DISEASE;PA73;ATP7B;GENE;PD
PA166122649;BUTYRYLCHOLINESTERASE DEFICIENCY;DISEASE;PA25294;BCHE;GENE;PD
PA447325;CORONARY RESTENOSIS;DISEASE;PA124;CYP2C19;GENE;
PA445428;PROTEIN DEFICIENCY;DISEASE;PA28469;G6PD;GENE;PD
PA446304;LYMPHOMA, B-CELL;DISEASE;PA123;CYP2B6;GENE;
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA124;CYP2C19;GENE;
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA128;CYP2D6;GENE;
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA131;CYP3A5;GENE;
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA134884097;RABEP1;GENE;
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA145148084;SH2B1;GENE;PD
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA245;MTHFR;GENE;PD
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA27093;CYP1A2;GENE;
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA27478;DRD2;GENE;PD
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA30676;MC4R;GENE;PD
PA166123368;SCHIZOAFFECTIVE DISORDER;DISEASE;PA35056;HLA-B;GENE;
PA446411;ENDOMETRIAL NEOPLASMS;DISEASE;PA130;CYP3A4;GENE;
PA446411;ENDOMETRIAL NEOPLASMS;DISEASE;PA245;MTHFR;GENE;
PA446411;ENDOMETRIAL NEOPLASMS;DISEASE;PA343;SULT1A1;GENE;PD
PA446411;ENDOMETRIAL NEOPLASMS;DISEASE;PA378;NR1I2;GENE;
PA166152644;SCHIZENCEPHALY;DISEASE;PA35056;HLA-B;GENE;
PA150527845;PERSISTENT HYPERINSULINEMIA HYPOGLYCEMIA OF INFANCY;DISEASE;PA217;KCNJ11;GENE;
PA444460;HEROIN DEPENDENCE;DISEASE;PA123;CYP2B6;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA128;CYP2D6;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA128394692;ANKS1B;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA128747823;TPH2;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA130;CYP3A4;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA134872551;ANKK1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA134953249;BDNF-AS;GENE;
PA444460;HEROIN DEPENDENCE;DISEASE;PA136;DBH;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA147;DRD1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA162397475;NGF;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA24696;ALDH2;GENE;
PA444460;HEROIN DEPENDENCE;DISEASE;PA26681;CNR1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA267;ABCB1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA26953;CSNK1E;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA27139;DAO;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA27478;DRD2;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA28507;GAD1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA28529;GAL;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA28992;GRM3;GENE;
PA444460;HEROIN DEPENDENCE;DISEASE;PA29556;HTR3B;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA30049;KCNJ6;GENE;
PA444460;HEROIN DEPENDENCE;DISEASE;PA31818;NTRK2;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA31891;BDNF;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA31942;OPRD1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA31943;OPRK1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA31944;OPRL1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA31945;OPRM1;GENE;PD
PA444460;HEROIN DEPENDENCE;DISEASE;PA36017;SOD2;GENE;PD
PA445566;RICKETS;DISEASE;PA37301;VDR;GENE;
PA443685;UTERINE CERVICAL NEOPLASMS;DISEASE;PA182;GSTM1;GENE;
PA443685;UTERINE CERVICAL NEOPLASMS;DISEASE;PA245;MTHFR;GENE;
PA443685;UTERINE CERVICAL NEOPLASMS;DISEASE;PA25411;BRCA1;GENE;
PA443685;UTERINE CERVICAL NEOPLASMS;DISEASE;PA327;SLC19A1;GENE;PD
PA443685;UTERINE CERVICAL NEOPLASMS;DISEASE;PA369;XRCC1;GENE;PD
PA444522;HYPERGLYCEMIA;DISEASE;PA146;DPYS;GENE;PD
PA444522;HYPERGLYCEMIA;DISEASE;PA29338;HMGCS2;GENE;PD
PA444522;HYPERGLYCEMIA;DISEASE;PA33312;PIK3R1;GENE;PD
PA444522;HYPERGLYCEMIA;DISEASE;PA33761;PRKCB;GENE;PD
PA444859;MALARIA;DISEASE;PA124;CYP2C19;GENE;
PA444859;MALARIA;DISEASE;PA128;CYP2D6;GENE;
PA444859;MALARIA;DISEASE;PA130;CYP3A4;GENE;PD
PA444859;MALARIA;DISEASE;PA131;CYP3A5;GENE;
PA444859;MALARIA;DISEASE;PA134962723;ZSCAN25;GENE;
PA444859;MALARIA;DISEASE;PA28469;G6PD;GENE;PD
PA444859;MALARIA;DISEASE;PA35056;HLA-B;GENE;
PA444370;HEART FAILURE;DISEASE;PA128;CYP2D6;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA130;CYP3A4;GENE;
PA444370;HEART FAILURE;DISEASE;PA139;ACE;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA176;GNB3;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA180;GRK5;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA254;NOS3;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA26122;CBR3;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA37;ADRA2C;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA38;ADRB1;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA39;ADRB2;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA397;ABCC4;GENE;PD
PA444370;HEART FAILURE;DISEASE;PA420;UGT1A1;GENE;
PA444370;HEART FAILURE;DISEASE;PA43;AGTR1;GENE;PD
PA445802;TACHYCARDIA;DISEASE;PA128;CYP2D6;GENE;PD
PA445802;TACHYCARDIA;DISEASE;PA38;ADRB1;GENE;PD
PA445802;TACHYCARDIA;DISEASE;PA39;ADRB2;GENE;PD
PA444320;GRAFT VS HOST DISEASE;DISEASE;PA131;CYP3A5;GENE;
PA444320;GRAFT VS HOST DISEASE;DISEASE;PA183;GSTT1;GENE;
PA444320;GRAFT VS HOST DISEASE;DISEASE;PA245;MTHFR;GENE;PD
PA444250;GASTRITIS;DISEASE;PA126;CYP2C9;GENE;
PA443460;ATRIAL FLUTTER;DISEASE;PA126;CYP2C9;GENE;
PA165817398;MYELOSUPPRESSION;DISEASE;PA134956204;C18ORF56;GENE;
PA165817398;MYELOSUPPRESSION;DISEASE;PA134963132;NUDT15;GENE;PD
PA165817398;MYELOSUPPRESSION;DISEASE;PA245;MTHFR;GENE;PD
PA165817398;MYELOSUPPRESSION;DISEASE;PA28181;FLT3;GENE;PD
PA165817398;MYELOSUPPRESSION;DISEASE;PA29973;ITPA;GENE;PD
PA165817398;MYELOSUPPRESSION;DISEASE;PA30737;MEG3;GENE;PD
PA165817398;MYELOSUPPRESSION;DISEASE;PA356;TPMT;GENE;PD
PA165817398;MYELOSUPPRESSION;DISEASE;PA359;TYMS;GENE;
PA165817398;MYELOSUPPRESSION;DISEASE;PA378;NR1I2;GENE;PD
PA445109;NEUROMYELITIS OPTICA;DISEASE;PA28065;FCGR3A;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA116;ABCC2;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA123;CYP2B6;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA125;CYP2C8;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA128;CYP2D6;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA129;CYP2E1;GENE;
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA131;CYP3A5;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA164724093;NOS2;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA18;NAT2;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA182;GSTM1;GENE;
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA183;GSTT1;GENE;
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA245;MTHFR;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA25234;BACH1;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA267;ABCB1;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA27103;CYP2A7P1;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA296;RELA;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA30540;MAFK;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA31236;MTHFD1;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA31601;NFKBIA;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA31602;NFKBIB;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA33500;POLG;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA35055;HLA-A;GENE;
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA35056;HLA-B;GENE;
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA35057;HLA-C;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA35066;HLA-DQA1;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA35068;HLA-DQB1;GENE;
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA35786;SIRT2;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA359;TYMS;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA37418;XPO1;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA378;NR1I2;GENE;PD
PA164925725;TOXIC LIVER DISEASE;DISEASE;PA435;TNF;GENE;PD
PA444153;FATIGUE;DISEASE;PA128;CYP2D6;GENE;
PA444153;FATIGUE;DISEASE;PA356;TPMT;GENE;PD
PA444153;FATIGUE;DISEASE;PA37189;UGT2B17;GENE;
PA444153;FATIGUE;DISEASE;PA420;UGT1A1;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA113;CHRNA3;GENE;
PA443309;ALCOHOLISM;DISEASE;PA124;CYP2C19;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA126;CYP2C9;GENE;
PA443309;ALCOHOLISM;DISEASE;PA128394692;ANKS1B;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA129;CYP2E1;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA130;CYP3A4;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA134872551;ANKK1;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA134926032;MED19;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA134931507;SLC39A8;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA134940645;RABGAP1L;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA136;DBH;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA142671586;KLB;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA152208656;FTO;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA162380882;CADM2;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA162405776;THSD7B;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA164726611;TMX2;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA24429;ACSS2;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA24570;ADH1A;GENE;
PA443309;ALCOHOLISM;DISEASE;PA24571;ADH1B;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA24572;ADH1C;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA24692;ALDH1A1;GENE;
PA443309;ALCOHOLISM;DISEASE;PA24696;ALDH2;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA26099;CAT;GENE;
PA443309;ALCOHOLISM;DISEASE;PA26490;CHRNA4;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA26491;CHRNA5;GENE;
PA443309;ALCOHOLISM;DISEASE;PA26873;CRHBP;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA27468;DPP6;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA27478;DRD2;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA28429;FUT2;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA28587;GATA4;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA28611;GCKR;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA28980;GRIN2B;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA30589;MAP2K4;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA311;SLC6A3;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA312;SLC6A4;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA31942;OPRD1;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA31943;OPRK1;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA31945;OPRM1;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA33129;PDE4B;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA33329;PIP5K1C;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA34249;ARID4A;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA35900;SLC4A8;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA36656;TNRC6A;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA37931;TAS2R16;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA38592;PNPLA3;GENE;PD
PA443309;ALCOHOLISM;DISEASE;PA83;CACNA1C;GENE;PD
PA444804;LIVER CANCER;DISEASE;PA134920089;GALNT14;GENE;PD
PA166123046;SMOKING CESSATION;DISEASE;PA117;COMT;GENE;
PA166123046;SMOKING CESSATION;DISEASE;PA121;CYP2A6;GENE;
PA166123046;SMOKING CESSATION;DISEASE;PA29286;HINT1;GENE;
